customer_id,Segment,Currency
1555,0,0
1556,2,0
1559,2,0
1567,2,0
1569,2,1
1573,2,0
1575,2,0
1578,0,0
1579,2,0
1580,2,0
1581,2,0
1583,1,0
1584,2,0
1585,2,0
1588,2,0
1595,1,0
1596,1,0
1597,1,0
1599,1,0
1600,1,0
1601,2,0
1602,2,1
1604,1,0
1606,1,0
1609,2,0
1612,2,0
1616,2,0
1622,2,0
1626,0,0
1627,2,0
1628,1,0
1629,2,0
1630,2,0
1631,0,0
1632,2,0
1634,0,0
1636,0,0
1637,2,0
1638,2,0
1639,2,0
1640,1,0
1642,1,0
1643,1,0
1644,2,0
1648,2,0
1649,2,0
1650,2,0
1652,2,0
1654,2,0
1656,0,0
1657,2,0
1658,1,0
1659,2,0
1662,1,0
1663,1,0
1665,2,0
1666,1,0
1667,2,0
1668,2,0
1669,1,0
1671,2,0
1672,2,0
1673,0,0
1674,2,0
1675,2,0
1676,2,0
1677,0,0
1678,1,0
1680,0,0
1681,1,0
1682,2,0
1685,0,0
1686,2,0
1692,2,0
1693,2,0
1694,0,0
1696,1,0
1697,2,0
1698,0,0
1699,1,0
1701,2,0
1703,1,0
1704,2,0
1705,0,0
1706,1,0
1707,2,0
1709,2,0
1710,0,1
1712,2,0
1713,0,0
1718,2,0
1719,2,0
1722,1,0
1724,2,0
1726,1,0
1727,2,0
1728,1,0
1729,2,0
1730,1,0
1738,1,0
1741,2,0
1744,2,0
1745,0,0
1748,1,0
1749,2,0
1751,1,0
1752,2,0
1753,2,0
1754,2,0
1755,2,0
1756,2,0
1757,2,0
1758,0,1
1759,0,0
1761,1,1
1762,2,0
1763,2,0
1764,1,0
1774,1,0
1775,0,0
1778,2,0
1779,2,0
1780,1,0
1782,2,0
1787,2,0
1789,1,0
1790,2,0
1794,2,0
1795,1,0
1796,1,0
1797,1,0
1802,1,0
1805,1,0
1809,2,0
1811,2,0
1812,2,0
1813,0,0
1814,0,0
1815,2,0
1820,1,0
1821,2,0
1824,2,0
1826,2,0
1828,2,0
1830,2,0
1834,1,0
1835,2,0
1839,2,0
1840,2,0
1841,2,0
1842,1,1
1844,1,0
1845,0,0
1846,2,0
1847,2,0
1850,2,0
1851,2,0
1856,1,0
1857,1,0
1859,1,0
1861,2,0
1862,2,0
1864,2,0
1869,0,0
1870,1,0
1874,2,0
1875,2,0
1876,1,0
1877,2,0
1878,2,0
1879,2,0
1880,2,0
1881,2,0
1883,2,0
1884,1,0
1886,1,0
1889,2,0
1891,2,0
1892,2,0
1894,0,0
1897,2,0
1898,0,0
1901,2,0
1902,2,0
1904,2,0
1907,0,0
1908,1,0
1913,1,0
1914,2,0
1915,2,0
1916,2,0
1917,2,0
1918,0,0
1919,2,0
1920,0,0
1921,2,0
1924,2,0
1928,0,0
1929,2,0
1932,2,0
1933,2,0
1935,1,0
1939,2,0
1942,2,0
1944,2,0
1945,2,0
1947,2,0
1948,1,0
1952,2,0
1953,2,0
1954,2,0
1955,2,0
1956,1,0
1957,2,0
1960,1,0
1961,2,0
1962,2,0
1964,2,0
1967,2,0
1968,2,0
1969,2,1
1973,2,0
1974,2,0
1977,2,0
1979,2,0
1981,1,0
1983,2,0
1984,1,0
1986,2,0
1987,2,0
1988,2,0
1989,2,0
1991,1,0
1993,1,0
1996,2,0
2002,2,0
2003,2,0
2004,2,0
2005,1,0
2006,0,0
2007,2,0
2009,1,0
2011,2,0
2015,2,0
2017,2,0
2018,2,0
2019,2,1
2020,2,0
2022,1,0
2024,2,0
2025,2,0
2030,2,0
2032,2,0
2033,2,0
2037,0,0
2039,1,0
2040,2,0
2041,2,0
2043,2,0
2050,2,0
2052,2,0
2053,2,0
2054,1,0
2055,0,0
2057,0,0
2059,2,0
2060,1,0
2061,2,0
2062,2,0
2064,1,0
2066,0,0
2068,2,0
2071,0,0
2073,2,0
2074,1,0
2078,2,0
2082,1,0
2085,2,0
2087,0,0
2088,1,0
2091,0,0
2095,2,0
2096,2,0
2099,2,0
2100,0,0
2101,1,0
2102,1,0
2104,2,0
2107,2,0
2108,2,0
2110,2,0
2111,0,0
2114,1,0
2116,2,0
2117,2,0
2118,2,0
2121,2,0
2122,1,0
2123,2,0
2124,2,0
2125,2,0
2126,1,0
2129,1,0
2130,2,0
2131,1,0
2133,2,0
2134,2,0
2135,2,0
2138,2,0
2139,1,0
2141,2,0
2142,1,0
2143,2,0
2145,2,0
2146,2,0
2151,0,0
2154,2,0
2155,2,0
2156,2,0
2157,0,0
2158,2,0
2159,2,1
2160,2,0
2161,2,0
2162,2,0
2163,1,0
2164,1,1
2165,1,0
2173,2,0
2175,1,0
2177,1,0
2179,2,0
2180,2,0
2181,2,0
2182,2,0
2183,2,0
2184,2,0
2186,2,0
2188,0,0
2192,2,0
2195,1,0
2196,2,0
2197,1,0
2198,2,0
2199,0,0
2201,2,0
2206,2,0
2207,2,0
2208,0,0
2209,2,0
2210,2,0
2214,2,0
2215,2,0
2217,2,0
2219,0,0
2221,0,0
2225,1,0
2227,2,0
2228,2,0
2229,1,1
2230,2,0
2231,0,0
2232,0,0
2233,2,0
2234,2,0
2235,2,0
2236,1,0
2237,2,0
2238,1,0
2240,1,0
2241,2,0
2242,2,0
2243,1,0
2244,0,0
2245,1,0
2246,0,0
2247,2,0
2248,1,0
2249,1,0
2250,2,0
2251,1,0
2256,1,0
2258,2,1
2260,2,0
2261,2,0
2262,0,1
2263,2,0
2266,2,0
2267,1,0
2268,2,0
2271,2,0
2272,1,0
2273,0,0
2274,2,0
2277,2,0
2278,2,0
2279,0,0
2280,2,0
2281,1,1
2282,0,1
2283,2,1
2284,2,0
2286,0,1
2287,2,1
2288,1,1
2289,2,0
2290,2,0
2291,2,1
2292,2,1
2293,2,1
2297,0,1
2298,2,1
2299,1,0
2301,2,0
2302,0,0
2303,1,0
2305,2,0
2306,2,1
2307,1,1
2309,2,1
2310,1,1
2313,2,1
2315,2,0
2316,0,1
2317,0,1
2320,2,0
2321,1,0
2322,2,1
2323,2,1
2324,2,1
2325,1,0
2326,2,0
2328,2,1
2329,2,1
2330,2,1
2334,2,0
2337,2,0
2338,2,1
2339,2,0
2341,2,0
2342,2,0
2345,2,1
2346,2,1
2347,2,0
2349,2,1
2350,2,0
2351,2,1
2354,1,1
2356,2,0
2360,2,0
2361,1,1
2363,1,0
2364,0,0
2365,2,0
2366,0,1
2367,2,1
2369,2,0
2370,2,1
2371,1,1
2378,2,1
2381,2,1
2388,2,1
2389,1,1
2390,2,1
2392,0,1
2394,2,1
2395,1,1
2399,2,1
2401,2,1
2402,2,1
2405,1,1
2408,2,1
2415,1,1
2416,1,1
2417,2,1
2418,0,1
2420,2,1
2423,2,1
2424,2,1
2426,2,1
2427,2,1
2432,2,1
2433,0,1
2434,1,1
2435,2,1
2436,0,1
2437,2,1
2444,2,1
2445,1,1
2446,1,1
2447,2,1
2449,2,1
2450,1,1
2452,2,1
2453,2,1
2454,1,1
2455,2,1
2456,1,1
2457,2,1
2458,1,1
2460,2,1
2464,1,1
2465,2,1
2467,2,1
2468,1,1
2473,2,1
2474,1,1
2478,2,1
2479,2,1
2480,2,1
2488,2,1
2489,2,1
2493,2,1
2499,2,1
2501,2,1
2502,2,1
2504,1,1
2505,1,1
2510,1,1
2512,1,1
2516,2,1
2518,2,1
2519,2,1
2520,2,1
2522,2,1
2523,2,1
2527,2,1
2528,2,1
2530,2,1
2533,2,1
2534,1,1
2539,2,1
2545,2,1
2546,1,1
2549,2,1
2551,2,1
2554,2,1
2558,2,1
2559,2,1
2560,2,1
2562,2,1
2564,2,1
2567,2,1
2568,2,1
2573,1,1
2581,1,1
2582,2,1
2584,0,1
2586,1,1
2587,1,1
2588,1,1
2590,2,1
2593,2,1
2595,2,1
2596,1,1
2597,2,1
2598,2,1
2601,2,1
2605,1,1
2607,2,1
2608,2,1
2616,2,1
2618,2,1
2620,1,1
2632,2,1
2633,2,1
2634,2,1
2635,2,1
2637,2,1
2639,2,1
2640,1,1
2643,1,1
2648,2,1
2650,2,1
2651,2,1
2653,1,1
2656,2,1
2657,2,1
2666,2,1
2667,2,1
2671,2,1
2673,2,1
2674,2,1
2677,2,1
2680,2,1
2682,2,1
2683,2,1
2685,2,1
2688,1,1
2693,2,1
2695,2,1
2696,2,1
2697,2,1
2699,2,1
2700,2,1
2701,2,1
2702,2,1
2704,2,1
2705,2,1
2706,2,1
2708,1,1
2709,2,1
2712,2,1
2713,1,1
2718,2,1
2723,1,1
2728,2,1
2729,2,1
2731,1,1
2733,1,1
2736,2,1
2737,2,1
2738,0,1
2742,2,1
2743,2,1
2744,2,1
2745,2,1
2747,0,1
2748,2,1
2749,2,1
2752,2,1
2753,2,1
2754,2,1
2756,2,1
2758,2,1
2759,2,1
2761,2,1
2762,2,1
2764,2,1
2767,2,1
2768,2,1
2774,2,1
2775,2,1
2779,0,1
2792,1,1
2793,1,1
2797,1,1
2800,1,1
2801,2,1
2802,2,1
2806,2,1
2807,1,1
2808,2,1
2814,1,1
2815,2,1
2822,2,1
2827,2,1
2828,2,1
2830,2,1
2831,1,1
2832,2,1
2833,2,1
2834,2,1
2838,2,1
2839,2,1
2840,1,1
2842,2,1
2843,2,1
2846,2,1
2847,2,1
2848,0,1
2851,2,1
2854,2,1
2859,2,1
2860,1,1
2861,2,1
2862,1,1
2868,2,1
2871,1,1
2872,1,1
2874,2,1
2875,0,1
2876,2,1
2877,2,1
2878,2,1
2879,2,1
2880,2,1
2881,0,1
2882,2,1
2884,2,1
2885,2,1
2887,2,1
2888,2,1
2889,2,1
2890,2,1
2891,2,1
2894,2,1
2895,2,1
2896,2,1
2897,2,1
2901,2,1
2903,2,1
2904,2,1
2906,2,1
2908,2,1
2909,1,1
2910,2,1
2911,2,1
2913,2,1
2914,1,1
2915,2,1
2919,1,1
2920,2,1
2924,0,1
2927,2,1
2932,2,1
2933,1,1
2935,2,1
2936,2,1
2938,1,1
2940,1,1
2942,1,1
2943,2,1
2945,2,1
2947,1,1
2948,1,1
2952,2,1
2953,2,1
2954,2,1
2955,1,1
2956,2,1
2957,2,1
2959,2,1
2960,2,1
2961,2,1
2962,2,1
2963,2,1
2964,1,1
2965,2,1
2971,2,1
2973,2,1
2975,1,1
2976,2,1
2980,2,1
2981,2,1
2983,2,1
2984,0,1
2985,2,1
2986,1,1
2989,2,1
2990,2,1
2991,2,1
2993,2,1
2994,1,1
2995,2,1
2996,2,1
2997,2,1
3003,1,1
3004,2,1
3005,2,1
3006,1,1
3008,1,1
3009,2,1
3014,0,1
3015,1,1
3016,2,1
3017,1,1
3018,2,1
3023,0,1
3024,2,1
3028,1,1
3029,2,1
3030,2,1
3036,2,1
3039,2,1
3040,2,1
3041,2,1
3043,2,1
3044,1,1
3045,1,1
3047,2,1
3048,2,1
3050,1,1
3051,2,1
3052,2,1
3057,2,1
3058,2,1
3062,2,1
3063,2,1
3064,2,1
3065,1,1
3068,2,1
3070,2,1
3071,2,1
3072,2,1
3073,2,1
3074,2,1
3078,2,1
3081,2,1
3084,2,1
3085,2,1
3089,2,1
3090,1,1
3093,2,1
3096,2,1
3097,2,1
3100,2,1
3101,1,1
3104,2,1
3106,2,1
3112,2,1
3113,2,1
3114,2,1
3118,2,1
3120,2,1
3122,2,1
3125,1,1
3128,2,1
3129,2,1
3134,2,1
3135,2,1
3137,1,1
3140,2,1
3141,2,1
3142,2,1
3143,2,1
3146,1,1
3147,2,1
3150,2,1
3152,2,1
3154,1,1
3155,2,1
3161,2,1
3163,2,1
3164,2,1
3165,1,1
3167,2,1
3168,1,1
3169,2,1
3170,2,1
3171,2,1
3172,2,1
3174,2,1
3175,2,1
3176,2,1
3178,2,1
3179,2,1
3181,2,1
3182,2,1
3183,1,1
3184,2,1
3185,1,1
3186,2,1
3187,2,1
3192,2,1
3194,1,1
3195,2,1
3204,2,1
3205,1,1
3206,1,1
3211,2,1
3212,2,1
3216,2,1
3217,2,1
3219,2,1
3223,1,1
3224,1,1
3226,2,1
3229,2,1
3230,2,1
3233,2,1
3235,2,1
3236,1,1
3237,2,1
3239,2,1
3241,2,1
3243,1,1
3247,2,1
3248,1,1
3251,1,1
3253,2,1
3256,2,1
3257,2,1
3258,2,1
3261,2,1
3264,2,1
3265,1,1
3268,2,1
3269,2,1
3270,2,1
3273,1,1
3275,2,1
3276,1,1
3277,2,1
3282,1,1
3283,2,1
3284,1,1
3286,2,1
3287,2,1
3288,2,1
3289,2,1
3290,2,1
3293,1,1
3294,0,1
3295,1,1
3296,2,1
3297,2,1
3298,2,1
3299,1,1
3300,2,1
3301,2,1
3302,2,1
3303,2,1
3304,2,1
3305,2,1
3306,2,1
3307,2,1
3310,2,1
3311,2,1
3312,2,1
3313,2,1
3315,2,1
3320,2,1
3325,1,1
3327,1,1
3333,2,1
3334,0,1
3339,2,1
3340,2,1
3341,2,1
3344,2,1
3345,2,1
3346,2,1
3352,2,1
3353,1,1
3354,2,1
3355,2,1
3360,2,1
3362,2,1
3366,2,1
3367,2,1
3368,1,1
3369,2,1
3371,2,1
3372,2,1
3374,2,1
3375,2,1
3376,2,1
3377,0,1
3378,2,1
3380,2,1
3381,2,1
3382,2,1
3384,2,1
3386,2,1
3388,2,1
3389,2,1
3392,2,1
3395,2,1
3396,2,1
3397,2,1
3398,2,1
3404,2,1
3406,2,1
3407,2,1
3408,2,1
3409,2,1
3410,2,1
3411,2,1
3412,2,1
3414,2,1
3415,2,1
3417,2,1
3419,2,1
3420,1,1
3422,2,1
3423,2,1
3425,2,1
3428,2,1
3430,2,1
3432,2,1
3434,2,1
3437,2,1
3441,2,1
3442,2,1
3445,2,1
3446,2,1
3447,0,1
3448,1,1
3451,2,1
3453,2,1
3455,2,1
3457,2,1
3459,2,1
3461,2,1
3462,1,1
3463,2,1
3464,1,1
3465,1,1
3466,2,1
3472,2,1
3476,2,1
3477,2,1
3478,2,1
3480,2,1
3483,2,1
3486,2,1
3487,2,1
3488,2,1
3492,2,1
3493,2,1
3494,2,1
3495,1,1
3496,2,1
3497,2,1
3498,2,1
3501,2,1
3502,2,1
3503,1,1
3505,1,1
3508,2,1
3509,2,1
3512,1,1
3513,2,1
3519,2,1
3523,2,1
3526,2,1
3527,1,1
3530,2,1
3532,2,1
3533,2,1
3537,1,1
3541,2,1
3543,2,1
3544,2,1
3546,2,1
3549,2,1
3551,2,1
3552,2,1
3553,2,1
3555,1,1
3557,2,1
3558,1,1
3559,2,1
3561,2,1
3562,1,1
3565,2,1
3566,2,1
3567,2,1
3569,2,1
3574,2,1
3576,2,1
3578,2,1
3579,2,1
3584,1,1
3585,1,1
3587,2,1
3588,2,1
3589,2,1
3590,2,1
3593,2,1
3596,1,1
3597,2,1
3598,2,1
3600,2,1
3601,2,1
3602,1,1
3603,2,1
3607,1,1
3608,2,1
3609,2,1
3613,2,1
3616,2,1
3618,2,1
3619,2,1
3621,2,1
3622,2,1
3625,2,1
3627,2,1
3628,2,1
3629,2,1
3630,2,1
3632,1,1
3635,2,1
3636,2,1
3637,2,1
3639,2,1
3640,2,1
3641,1,1
3642,2,1
3643,2,1
3644,2,1
3646,2,1
3648,2,1
3650,2,1
3651,2,1
3652,2,1
3653,2,1
3654,1,1
3655,2,1
3656,1,1
3658,2,1
3659,2,1
3660,2,1
3661,2,1
3663,2,1
3670,2,1
3671,1,1
3677,2,1
3679,2,1
3681,2,1
3683,2,1
3685,2,1
3689,1,1
3690,2,1
3692,2,1
3694,2,1
3695,2,1
3696,2,1
3697,2,1
3700,2,1
3703,2,1
3704,2,1
3705,2,1
3708,2,1
3709,1,1
3712,2,1
3713,2,1
3715,2,1
3716,2,1
3717,2,1
3719,2,1
3720,2,1
3721,2,1
3723,2,1
3724,2,1
3726,2,1
3727,2,1
3729,2,1
3730,1,1
3732,2,1
3735,2,1
3736,2,1
3737,2,1
3742,2,1
3743,2,1
3746,2,1
3747,1,1
3749,2,1
3751,1,1
3753,2,1
3754,2,1
3755,2,1
3756,2,1
3757,2,1
3759,2,1
3764,2,1
3765,2,1
3768,1,1
3770,2,1
3771,2,1
3773,0,1
3774,2,1
3775,2,1
3776,2,1
3777,2,1
3778,2,1
3780,0,1
3786,2,1
3788,2,1
3789,2,1
3791,1,1
3796,2,1
3798,2,1
3800,2,1
3802,2,1
3804,2,1
3806,2,1
3808,2,1
3810,2,1
3812,2,1
3814,2,1
3816,2,1
3817,2,1
3818,1,1
3820,2,1
3821,0,1
3822,2,1
3823,2,1
3826,2,1
3827,2,1
3832,2,1
3833,2,1
3834,1,1
3837,2,1
3838,2,1
3840,2,1
3841,2,1
3843,2,1
3844,1,1
3848,2,1
3851,2,1
3853,2,1
3854,2,1
3855,2,1
3857,2,1
3858,2,1
3859,2,1
3860,2,1
3861,2,1
3863,2,1
3865,2,1
3870,2,1
3874,2,1
3879,2,1
3883,1,1
3884,2,1
3888,2,1
3889,2,1
3892,2,1
3895,2,1
3897,2,1
3898,2,1
3905,2,1
3907,2,1
3910,2,1
3912,2,1
3913,2,1
3916,2,1
3917,2,1
3920,2,1
3921,2,1
3924,2,1
3926,2,1
3927,2,1
3928,2,1
3929,1,1
3931,2,1
3932,2,1
3933,2,1
3934,2,1
3935,2,1
3937,2,1
3938,2,1
3941,2,1
3945,1,1
3947,2,1
3951,2,1
3952,1,1
3954,1,1
3955,2,1
3956,2,1
3957,2,1
3958,1,1
3962,2,1
3963,2,1
3968,2,1
3969,2,1
3971,2,1
3973,2,1
3975,2,1
3977,1,1
3979,2,1
3982,2,1
3983,1,1
3989,2,1
3991,2,1
3992,2,1
3993,2,1
3995,2,1
3996,1,1
3998,2,1
3999,2,1
4001,2,1
4003,2,1
4004,2,1
4005,2,1
4006,1,1
4009,2,1
4010,2,1
4012,2,1
4014,2,1
4016,2,1
4017,2,1
4020,1,1
4021,2,1
4024,2,1
4025,2,1
4027,2,1
4029,2,1
4030,2,1
4032,2,1
4033,2,1
4039,2,1
4040,2,1
4041,1,1
4047,2,1
4049,2,1
4050,2,1
4051,1,1
4052,0,1
4053,1,1
4055,2,1
4056,1,1
4058,2,1
4066,1,1
4068,2,1
4069,1,1
4070,2,1
4071,2,1
4072,2,1
4073,1,1
4074,2,1
4075,2,1
4077,2,1
4081,2,1
4085,2,1
4090,2,1
4092,1,1
4093,2,1
4096,1,1
4098,2,1
4099,2,1
4106,1,1
4108,2,1
4109,2,1
4111,1,1
4112,1,1
4114,2,1
4115,2,1
4116,2,1
4119,2,1
4124,2,1
4125,2,1
4130,2,1
4131,2,1
4132,2,1
4133,2,1
4135,0,1
4137,2,1
4138,1,1
4140,2,1
4141,1,1
4143,2,1
4144,2,1
4146,2,1
4149,1,1
4150,2,1
4152,0,1
4153,2,1
4156,2,1
4158,1,1
4160,2,1
4163,2,1
4167,2,1
4171,2,1
4172,2,1
4174,2,1
4175,2,1
4176,2,1
4177,1,1
4178,2,1
4180,1,1
4181,1,1
4182,2,1
4183,2,1
4184,2,1
4185,2,1
4186,2,1
4187,1,1
4188,2,1
4192,1,1
4193,2,1
4194,1,1
4196,2,1
4198,1,1
4199,2,1
4201,2,1
4202,2,1
4203,2,1
4204,2,1
4206,2,1
4214,2,1
4215,1,1
4216,2,1
4217,2,1
4222,2,1
4224,2,1
4225,2,1
4226,2,1
4227,1,1
4228,2,1
4230,2,1
4232,2,1
4234,1,1
4235,2,1
4246,0,1
4248,2,1
4249,2,1
4250,1,1
4252,2,1
4253,2,1
4255,2,1
4258,2,1
4259,2,1
4262,2,1
4266,2,1
4269,2,1
4271,2,1
4272,2,1
4274,2,1
4275,2,1
4276,1,1
4278,2,1
4279,2,1
4281,2,1
4282,2,1
4284,1,1
4286,2,1
4287,1,1
