order_id,product_id,add_to_cart_order,reordered
11282,41787,12,1
11282,42768,13,1
11282,15008,14,1
11282,820,15,1
11282,18027,16,1
11282,30814,17,1
11282,39519,18,1
11282,45007,19,1
11282,15937,20,1
11282,37458,21,1
11282,31805,22,1
11282,10570,23,1
11282,17775,24,1
11282,4605,25,1
11282,19048,26,1
11282,27142,27,1
11282,28842,28,1
11282,49683,29,1
11282,248,30,1
11282,28785,31,1
11282,32177,32,1
11282,34590,33,1
11282,28849,34,1
11282,8239,35,1
11282,29092,36,1
11282,4037,37,1
11395,4137,1,0
11395,36695,2,0
11395,10749,3,0
11395,25397,4,1
11395,40348,5,0
11395,36393,6,1
11395,40338,7,1
11395,22610,8,1
11395,13225,9,1
11395,8096,10,1
11395,34027,11,1
11395,39262,12,1
11806,18465,1,1
11806,28021,2,0
11978,8048,1,0
13073,28473,1,0
13073,40009,2,0
13073,30695,3,0
13073,24852,4,1
13073,22243,5,0
13073,9326,6,0
13073,32478,7,0
13073,18288,8,0
13468,4920,1,1
13468,16797,2,1
13555,49610,1,1
13555,28156,2,1
13555,17872,3,1
13555,42265,4,1
13555,31869,5,1
14142,21872,1,1
14142,24964,2,0
14142,14462,3,0
14142,1999,4,0
14142,4799,5,0
14142,43789,6,0
14142,3376,7,0
14142,35939,8,0
14142,15290,9,0
14142,3952,10,0
14142,40706,11,0
14142,47626,12,0
14142,8654,13,1
14142,24093,14,0
14142,38383,15,0
16143,24009,1,0
16143,30391,2,1
16143,33401,3,1
16143,11520,4,1
16143,39001,5,1
16143,10749,6,1
16143,43768,7,1
16143,42768,8,0
16143,27012,9,0
16143,8518,10,1
16143,32905,11,0
16143,8276,12,0
16243,28204,1,1
16243,47766,2,1
16243,11777,3,1
16243,45763,4,1
16243,12163,5,1
16243,39275,6,1
16243,21903,7,0
16243,47626,8,0
16243,12459,9,0
16247,9515,1,0
16247,47439,2,0
16247,46175,3,0
16824,13176,1,1
16824,21267,2,1
16824,44008,3,1
16824,22035,4,1
16824,1374,5,1
16824,27845,6,1
16824,11945,7,1
16824,43504,8,1
16824,35921,9,1
16824,9456,10,1
16824,21137,11,1
16824,6297,12,1
16824,162,13,1
16824,18441,14,1
16824,25197,15,1
16824,37718,16,1
16824,20899,17,1
16824,44750,18,1
16824,24830,19,0
16824,33731,20,1
16824,37754,21,1
16824,41806,22,1
16824,16145,23,1
16824,26940,24,1
16824,42617,25,1
18798,5098,1,0
18798,11201,2,1
18798,14134,3,0
18798,31471,4,0
18798,5460,5,1
18798,12149,6,0
18798,25691,7,1
19177,12341,1,1
19177,21137,2,1
19177,21288,3,0
19177,9434,4,0
19177,29223,5,0
19177,9213,6,0
19177,6758,7,0
19236,23803,1,1
19236,29487,2,1
19236,24852,3,1
19236,4605,4,1
19236,16349,5,1
19236,21938,6,1
19236,19003,7,1
19236,31717,8,1
19236,17389,9,1
19236,25764,10,1
19236,9626,11,1
19236,5450,12,1
19236,39844,13,0
19236,4920,14,0
19236,27020,15,1
19236,32689,16,0
19236,49683,17,0
19236,41480,18,0
19236,38755,19,0
19236,26604,20,0
19236,32338,21,0
19236,16903,22,0
19236,1181,23,0
19236,42625,24,0
19236,8424,25,0
19236,5618,26,0
19236,23532,27,0
19236,44570,28,1
19236,35395,29,0
19236,15100,30,0
19236,28836,31,1
19271,40706,1,1
19271,30233,2,1
19271,19895,3,1
19271,40210,4,1
19271,7461,5,1
19271,31506,6,1
19271,18761,7,1
19271,25146,8,0
19271,45014,9,0
19271,29662,10,0
19271,24852,11,0
19271,1158,12,1
19271,10243,13,0
19271,31066,14,0
19271,29473,15,0
19271,45646,16,0
19271,3376,17,0
19271,21614,18,0
19583,1890,1,1
19583,33198,2,1
19583,30489,3,1
19583,18523,4,1
19583,27548,5,1
19583,9725,6,1
19583,7175,7,1
19583,13519,8,1
19583,45066,9,0
19583,39928,10,0
19583,41674,11,1
19583,40268,12,0
19583,44233,13,0
19583,37687,14,1
19583,27086,15,1
20385,1447,1,1
20385,39108,2,1
20385,1940,3,1
20385,24186,4,1
20385,24852,5,1
20385,6348,6,0
20385,7781,7,0
20385,33095,8,0
20385,30071,9,0
20385,16185,10,0
20385,21511,11,0
20385,38400,12,0
20385,21295,13,0
20385,30669,14,0
20385,18987,15,0
20385,10177,16,0
20385,25854,17,0
20385,34358,18,0
20385,8006,19,1
20385,14727,20,0
20385,45066,21,0
22035,40063,1,1
22035,47144,2,1
22035,13176,3,1
22035,6655,4,1
22035,5618,5,1
22035,22935,6,1
22035,47154,7,1
22035,21903,8,1
22035,23889,9,1
22035,21137,10,1
22035,46060,11,1
22035,12896,12,1
22035,12341,13,0
22035,27104,14,0
22035,45007,15,0
22035,48745,16,0
22035,30391,17,0
22035,8424,18,0
22035,30820,19,0
22035,22677,20,0
22035,48750,21,0
22206,47337,1,1
22206,21131,2,1
22206,11323,3,1
22206,48568,4,1
22206,34024,5,1
22206,49683,6,1
22206,39077,7,1
22206,49060,8,0
22206,19051,9,1
22206,15945,10,1
22206,12339,11,1
22206,21369,12,1
22206,40009,13,1
22729,43610,1,1
22729,19660,2,1
22729,27325,3,1
22729,7708,4,0
22800,46347,1,0
22800,22882,2,0
22800,24852,3,0
22800,43027,4,0
22800,16797,5,0
22800,6932,6,0
22800,32912,7,0
22800,33910,8,0
22800,37817,9,0
22800,7916,10,0
22800,49683,11,0
22800,41220,12,0
22800,24680,13,1
22800,2588,14,0
22800,18864,15,0
22800,34861,16,0
22800,36389,17,0
22800,7542,18,0
22800,15895,19,1
22800,43704,20,0
24664,28900,1,0
24664,28911,2,0
24664,10673,3,0
24664,21497,4,1
24664,31683,5,0
24664,41863,6,1
24664,17616,7,1
24664,13944,8,1
24664,40910,9,1
24664,17341,10,1
24664,27801,11,1
24664,40592,12,1
24664,33452,13,1
24664,44234,14,1
24664,36884,15,0
24664,29520,16,1
24664,44167,17,0
25854,21137,1,1
25854,13176,2,1
25854,37646,3,1
25854,46906,4,1
25854,11782,5,1
25854,5212,6,1
26095,17794,1,0
26095,44359,2,1
26095,7746,3,0
26095,39275,4,1
26095,20608,5,0
26095,6135,6,0
26095,45007,7,1
26095,27845,8,1
26095,13176,9,0
26095,24413,10,1
26095,16797,11,0
26405,23909,1,1
26405,6195,2,1
26405,49198,3,1
26405,33651,4,1
26405,45064,5,1
26405,23915,6,1
26405,26384,7,1
26405,24852,8,0
26405,21582,9,1
26405,23410,10,1
26405,40648,11,0
26898,23543,1,1
26898,1463,2,1
26898,39475,3,1
26898,21137,4,1
26898,29307,5,1
26898,18609,6,0
26898,12845,7,0
28301,21903,1,1
28301,32923,2,1
28301,8571,3,1
28338,5258,1,1
28338,19660,2,1
28338,40939,3,0
28338,940,4,0
28621,27845,1,1
28621,13640,2,1
28621,21376,3,1
28621,22969,4,1
28621,1387,5,1
28621,46413,6,1
28621,38015,7,1
28621,34058,8,0
28621,32387,9,0
28621,7781,10,0
28621,46900,11,1
28621,34249,12,1
29039,3765,1,1
29039,35383,2,1
29879,20862,1,1
29879,32518,2,1
29879,6315,3,0
29879,4117,4,0
29879,41217,5,0
29879,12053,6,0
29879,10218,7,0
29879,7405,8,0
29964,38985,1,1
29964,33098,2,1
29964,27156,3,0
29964,15177,4,0
29964,20082,5,0
29964,31927,6,0
29964,38293,7,1
29964,28781,8,0
30449,7186,1,1
30449,4746,2,1
30449,48552,3,1
30449,33198,4,1
30449,26343,5,1
30449,3431,6,1
30449,29689,7,1
30449,33614,8,1
30449,38228,9,1
30449,5375,10,1
30449,20479,11,1
30449,19604,12,1
30449,10049,13,1
30449,18564,14,1
30449,43352,15,1
30449,42275,16,1
30614,42791,1,1
30614,25379,2,0
30614,48812,3,1
31557,39450,1,1
31557,40826,2,1
31557,47491,3,1
31557,17585,4,1
31557,33816,5,1
31557,47209,6,0
31557,28570,7,0
31557,44717,8,0
31557,5194,9,1
31557,46692,10,0
31557,39190,11,0
31557,17668,12,0
31557,41325,13,0
31557,19932,14,0
31557,39276,15,0
31557,6297,16,1
31557,41716,17,0
31557,13052,18,0
31557,27827,19,0
31586,4938,1,1
31586,35625,2,1
31586,32714,3,0
32882,5240,1,0
32882,40002,2,1
32882,17758,3,1
32882,30233,4,1
32882,25146,5,1
32882,8623,6,1
32882,49191,7,1
32882,39947,8,1
32882,12897,9,1
32882,28227,10,1
32882,39982,11,1
32882,22619,12,1
32882,26520,13,1
32882,7358,14,1
32882,33452,15,1
32882,13328,16,1
32882,38288,17,0
32882,210,18,0
32882,46225,19,0
32882,44863,20,0
32882,27041,21,0
32996,44632,1,1
32996,16696,2,1
32996,10957,3,1
32996,33434,4,0
33491,24852,1,1
33491,45554,2,1
33491,32600,3,0
33491,23044,4,1
34229,6104,1,1
34229,40545,2,1
34229,23315,3,1
34229,38815,4,0
34229,31801,5,0
34229,16185,6,1
34229,21903,7,1
34229,26209,8,1
34229,17224,9,0
34847,17569,1,1
34847,23288,2,1
34847,27817,3,1
34847,45445,4,1
34847,36361,5,1
34847,29126,6,1
34847,22395,7,0
34847,16521,8,0
34847,29307,9,0
34847,33438,10,0
34847,23569,11,0
34847,46720,12,1
34847,4605,13,0
34847,47144,14,1
34847,38647,15,0
34847,25330,16,1
34847,16617,17,0
34847,7916,18,0
34847,30391,19,1
34847,33647,20,1
35709,13176,1,1
35709,21616,2,1
35709,33754,3,0
35709,26882,4,1
35709,6631,5,1
35864,2086,1,0
35864,25466,2,1
35864,8339,3,1
35864,3566,4,1
35864,26959,5,1
35864,35663,6,1
35864,21903,7,1
35864,46720,8,0
35864,20632,9,0
35864,41950,10,0
36336,18465,1,1
36336,47209,2,1
36336,22935,3,1
36336,33575,4,1
36336,21903,5,1
36336,24964,6,1
36336,45007,7,1
36336,29987,8,1
36336,43789,9,0
36336,28849,10,1
36336,4799,11,0
36336,40604,12,1
36336,21137,13,1
36336,39475,14,0
36901,7116,1,1
36901,2745,2,1
36901,13083,3,1
36901,13637,4,1
36901,49615,5,1
36901,22062,6,1
36901,34222,7,1
36901,27179,8,1
36901,27776,9,0
36901,15363,10,1
36901,8536,11,1
36901,8584,12,1
36901,26509,13,1
36913,4472,1,1
36913,24852,2,1
38106,25005,1,0
38106,47766,2,1
38106,32747,3,1
38106,24852,4,1
38106,21903,5,1
38106,40604,6,1
38106,47626,7,1
38106,8518,8,1
38106,20842,9,1
38106,29487,10,1
38106,26209,11,1
38106,25890,12,1
38106,13198,13,0
38106,38273,14,0
38106,21938,15,0
38106,26497,16,1
38106,24964,17,0
38106,49683,18,1
38106,12409,19,0
38106,26842,20,0
38704,22142,1,0
38704,46473,2,1
38704,28511,3,1
38704,31553,4,0
38704,26926,5,0
38704,39821,6,0
38827,40199,1,0
38830,19976,1,1
38830,7018,2,1
38830,21497,3,1
38830,2326,4,0
38919,13646,1,1
38919,21405,2,1
38919,31459,3,1
38919,10749,4,1
38919,49683,5,1
38919,47209,6,1
38919,39928,7,1
38919,27521,8,1
38919,44359,9,1
38919,40612,10,1
38919,42483,11,1
38919,41220,12,1
39099,48383,1,1
39099,29987,2,1
39099,41540,3,1
39099,7503,4,1
39099,19893,5,1
39099,2962,6,1
39099,13176,7,1
39099,24024,8,1
39099,10129,9,1
39148,13984,1,1
39148,28204,2,1
39148,35221,3,1
39148,41135,4,1
39148,11913,5,1
39148,30406,6,1
39148,15261,7,1
39148,26604,8,1
39148,37528,9,0
39148,9597,10,0
39148,8518,11,1
39148,21616,12,0
39148,15290,13,1
39148,21463,14,0
39148,33352,15,0
39573,27966,1,1
39573,13176,2,1
39573,1463,3,1
39573,47209,4,1
39573,22935,5,1
39573,49621,6,1
39573,8518,7,1
39573,30233,8,1
39573,18897,9,1
40011,27292,1,1
40011,7905,2,1
40011,21903,3,1
40011,26518,4,1
40011,33114,5,1
40011,35213,6,1
40794,44359,1,1
40794,35951,2,1
40794,30391,3,1
40794,45229,4,0
40794,31553,5,1
40794,35503,6,1
40794,27845,7,1
40794,42615,8,1
40794,43868,9,0
40794,39640,10,1
41343,47141,1,1
41343,24852,2,1
41351,19660,1,1
41351,8859,2,1
41351,27086,3,1
41351,9839,4,1
41351,24009,5,1
41351,14881,6,1
41351,12572,7,1
41351,48171,8,1
41351,3896,9,1
41351,48485,10,1
41351,1463,11,1
41351,28123,12,0
41351,23375,13,1
41371,43409,1,0
41371,4137,2,0
41371,20955,3,0
41371,2519,4,1
41371,13806,5,0
41371,31564,6,0
41371,33385,7,0
41371,1788,8,0
41371,8424,9,0
41371,49683,10,0
41371,45007,11,0
41371,46979,12,0
41371,44683,13,0
41371,34480,14,0
41371,30406,15,0
41371,12779,16,0
41371,38739,17,0
41371,33351,18,0
41371,31525,19,0
41371,26209,20,0
41371,47626,21,0
41371,7533,22,0
41371,30720,23,0
41371,45106,24,0
41371,33541,25,0
41371,12782,26,0
41371,3990,27,1
41371,27548,28,0
41371,16185,29,0
41371,34565,30,0
41371,22656,31,0
41371,17035,32,0
41371,34229,33,0
41647,37646,1,1
41647,26165,2,1
41647,21903,3,1
41647,21616,4,1
41647,47626,5,1
42150,12581,1,1
42150,29118,2,1
42150,21903,3,0
42150,6873,4,1
42150,48109,5,1
42150,11352,6,0
42150,40186,7,0
42150,14901,8,0
42150,13646,9,0
42447,5258,1,1
42447,45051,2,1
42894,30591,1,1
44490,19828,1,1
44490,15164,2,0
44490,47482,3,0
44490,32478,4,1
44490,16539,5,0
44490,5258,6,0
47505,44616,1,0
47505,20760,2,1
47505,16185,3,0
47505,30604,4,0
48038,33010,1,1
48038,27885,2,1
48038,26227,3,1
48038,4843,4,0
48038,20665,5,1
48038,45804,6,1
48038,2120,7,1
48997,27086,1,1
48997,21841,2,1
48997,7963,3,1
48997,11046,4,1
48997,21616,5,1
48997,27845,6,1
48997,27104,7,1
48997,27999,8,1
48997,26940,9,1
49351,45296,1,0
49351,19051,2,0
49351,33846,3,0
49351,21019,4,0
49351,32030,5,0
49351,27133,6,0
49351,19736,7,0
49351,43945,8,0
49351,19691,9,0
49351,32303,10,0
49351,38948,11,0
49872,24852,1,1
49872,24838,2,1
49872,47766,3,1
49872,47626,4,1
49872,47630,5,1
49872,30305,6,1
49872,24830,7,1
49872,26790,8,0
49872,21162,9,1
49872,18176,10,1
49872,19046,11,0
49872,4086,12,0
49872,19048,13,0
49872,24236,14,0
51257,19612,1,0
51257,36746,2,0
51257,34969,3,1
51257,49683,4,0
51257,4138,5,0
51257,27966,6,0
51382,12606,1,1
51382,32578,2,1
51720,5450,1,1
51720,27012,2,0
51720,9534,3,1
52595,13176,1,1
52595,39408,2,0
52595,14704,3,0
52595,25885,4,1
52595,39275,5,1
52595,18926,6,1
52595,19156,7,1
52595,22124,8,1
52595,24954,9,1
52595,28156,10,1
52595,38028,11,0
53347,3873,1,1
53347,31505,2,0
53347,13712,3,1
53347,18104,4,1
53569,27730,1,1
53569,32923,2,1
54225,20549,1,1
54225,38205,2,0
54225,35988,3,0
54225,24184,4,0
54225,38273,5,1
54225,32433,6,0
54225,43352,7,0
54804,33000,1,0
54804,29871,2,0
54804,34497,3,0
54804,32642,4,0
54804,36685,5,0
54804,32689,6,0
54804,15290,7,0
54804,40619,8,0
54804,43279,9,0
54804,264,10,0
54804,10901,11,0
54804,22957,12,0
54804,31506,13,0
54804,9068,14,0
54804,9743,15,0
54804,19734,16,0
54804,35721,17,0
54804,20985,18,0
54804,11331,19,0
54804,30338,20,0
54804,39889,21,0
54804,38406,22,0
54804,19468,23,0
54804,37449,24,0
54804,15269,25,0
54804,35761,26,0
54804,22105,27,0
54804,36434,28,1
54804,33168,29,0
54804,43968,30,0
54804,29783,31,0
54804,6189,32,0
54804,8049,33,0
54804,36259,34,0
54804,19005,35,0
54804,44245,36,0
54804,36849,37,0
55750,12069,1,1
55750,31181,2,1
55750,2825,3,1
55750,27966,4,1
55750,18376,5,1
55750,1203,6,1
55750,9339,7,1
55750,21137,8,1
55750,23339,9,1
55750,33443,10,1
55750,32177,11,1
55750,9839,12,1
55750,34429,13,1
55750,18327,14,1
55750,7076,15,1
55750,41536,16,1
55750,15225,17,1
55750,45002,18,1
55750,17154,19,1
55750,25138,20,1
55750,8518,21,1
55764,3988,1,1
55764,1360,2,1
55764,38028,3,0
55764,24184,4,1
55764,15290,5,0
55764,31717,6,1
55764,21903,7,0
55764,47766,8,0
55764,8555,9,0
55764,24359,10,1
55764,8955,11,0
55764,39928,12,1
55764,24852,13,1
55764,31915,14,0
55793,39277,1,1
55793,659,2,1
55793,24852,3,1
55793,31231,4,1
55793,48142,5,1
55793,47759,6,1
55793,22120,7,1
55793,8732,8,0
55793,31394,9,0
55793,24838,10,1
55793,42137,11,1
55793,29646,12,0
55793,33911,13,1
55793,25817,14,1
55793,46662,15,1
55793,2600,16,1
55793,11034,17,0
55793,37590,18,0
55793,22886,19,0
55793,9508,20,0
55793,14564,21,1
55793,39649,22,1
55793,12333,23,1
57462,28204,1,1
57462,9387,2,1
57462,24852,3,1
57462,24184,4,0
57462,47611,5,1
57462,3207,6,1
57462,43279,7,0
57462,18070,8,1
57462,48559,9,0
57462,45603,10,0
57462,42562,11,1
57462,31365,12,1
57462,10957,13,0
57462,3039,14,0
57462,16696,15,0
57462,7901,16,1
57549,10312,1,1
57549,42183,2,1
57549,34220,3,1
57549,11421,4,0
57549,31683,5,0
57549,27117,6,0
58135,11487,1,0
58135,7736,2,0
58135,26221,3,1
58135,39889,4,0
58135,4726,5,1
58732,36189,1,1
58732,25195,2,1
58732,43957,3,1
58732,44910,4,1
58732,33401,5,1
58732,27845,6,1
58732,43378,7,1
58732,21198,8,1
58732,23288,9,1
58881,13176,1,1
58881,20574,2,1
58881,5451,3,1
58881,20015,4,1
58881,30169,5,1
58881,7916,6,1
58881,32864,7,1
58881,14852,8,0
58881,45066,9,1
58881,9122,10,1
58881,4090,11,1
58881,10948,12,0
59359,7777,1,0
59359,5760,2,1
59359,30086,3,1
59692,14161,1,1
59692,24852,2,0
59692,4591,3,1
59692,20955,4,0
59692,13658,5,0
59692,29350,6,0
59692,33439,7,0
59692,35336,8,0
59692,6414,9,1
59692,27966,10,1
59692,33184,11,0
59692,30170,12,0
59692,40332,13,0
59825,24852,1,1
59825,47824,2,1
59825,17341,3,1
59825,16797,4,1
59825,5077,5,1
59825,21288,6,1
59825,2717,7,1
59825,2374,8,1
59825,14992,9,1
59825,44683,10,1
59825,30593,11,1
59825,8743,12,1
59825,15607,13,1
59825,25084,14,0
59825,47209,15,0
59825,25918,16,0
59825,9387,17,1
59825,47831,18,0
59825,25048,19,0
60043,47526,1,0
60043,11046,2,0
60043,13435,3,0
60043,40268,4,0
60043,28918,5,0
62057,30751,1,1
62057,25379,2,1
62210,5212,1,1
62210,44683,2,1
62210,40002,3,1
62210,5450,4,1
62210,18465,5,1
62210,25824,6,1
62210,26706,7,1
62210,7009,8,1
62210,27845,9,1
62210,8021,10,0
63399,13166,1,1
63399,7948,2,1
63399,13176,3,1
63399,27966,4,1
63399,27744,5,1
63399,30391,6,1
63399,47209,7,1
63399,19678,8,1
63399,38293,9,1
63399,42701,10,1
63399,23516,11,1
63399,45535,12,1
63399,39984,13,1
63399,23165,14,1
63399,10,15,1
63399,15899,16,1
63399,30746,17,1
63399,5876,18,0
63399,45544,19,0
63399,32655,20,0
63399,18963,21,0
63399,10130,22,0
63399,12456,23,0
63399,25552,24,0
63399,27451,25,0
63399,42492,26,0
63399,8854,27,0
63399,35939,28,0
63399,34067,29,0
63399,775,30,0
63399,9381,31,0
63399,32666,32,0
63399,41006,33,0
63399,24933,34,0
63399,16325,35,0
63399,14429,36,0
63399,3952,37,0
63399,14692,38,0
63399,39275,39,1
63399,37307,40,0
63399,25256,41,0
64088,43154,1,1
64088,3298,2,1
64127,28745,1,0
64127,26714,2,0
64127,40146,3,0
64218,21709,1,1
64218,32864,2,1
64319,19348,1,1
64319,43295,2,1
64319,33664,3,1
64319,24852,4,1
64319,6184,5,1
64319,41787,6,1
64319,4920,7,0
64604,21137,1,1
66008,4656,1,0
66008,24019,2,0
66008,12124,3,0
66008,11520,4,1
66008,9839,5,1
66008,39877,6,1
66008,3491,7,0
66008,10325,8,0
66008,25138,9,0
66008,21616,10,0
66008,16145,11,0
66008,13212,12,0
66008,28985,13,1
66951,22031,1,0
66951,46505,2,0
66951,3546,3,0
66951,31188,4,0
66951,26907,5,0
66951,7862,6,0
66951,27247,7,1
66951,32198,8,0
66951,35819,9,0
66951,20034,10,0
66951,49585,11,0
67770,30353,1,1
67770,32650,2,1
67770,18721,3,1
67770,40992,4,1
67770,46522,5,1
67770,11286,6,0
67770,33251,7,0
67770,35946,8,1
67770,22359,9,1
67770,1631,10,1
67770,2717,11,1
67770,9755,12,0
67770,15902,13,1
67770,46817,14,0
67770,43279,15,0
68321,24852,1,1
68321,21351,2,1
68321,39275,3,1
68321,45064,4,1
68321,6155,5,0
69084,13176,1,1
69084,47766,2,1
69084,37317,3,1
69084,34429,4,1
69084,32740,5,1
69084,45535,6,1
69084,8174,7,1
69084,30169,8,1
69084,29675,9,1
69084,9210,10,1
69084,48745,11,1
69084,16797,12,1
69084,42944,13,1
69084,47626,14,1
69084,7021,15,1
69084,31821,16,1
69084,42736,17,1
69084,4605,18,1
69084,12583,19,0
69084,46979,20,1
69084,44359,21,1
69084,30391,22,1
69084,21057,23,1
69084,21938,24,1
69084,46906,25,1
69084,24830,26,1
69084,41972,27,1
69084,34551,28,1
69084,27104,29,1
69084,31893,30,1
69084,1408,31,1
69084,38159,32,1
69084,16083,33,1
69084,19511,34,1
69084,16363,35,1
69641,12341,1,1
69641,16797,2,1
69641,29223,3,1
69641,38768,4,0
70839,43867,1,1
70839,35825,2,1
70839,4807,3,1
70839,6618,4,1
70839,32448,5,1
70839,30435,6,1
70839,7230,7,1
70839,12087,8,1
70839,45639,9,1
70839,30989,10,1
70839,23909,11,1
70839,18019,12,1
70839,37885,13,1
70839,41346,14,1
70839,12496,15,1
70839,47163,16,1
70839,27179,17,1
70839,36736,18,0
70839,22430,19,0
70839,49604,20,0
71145,11038,1,0
71145,44566,2,0
71145,36186,3,1
71145,46059,4,0
71145,4605,5,0
71145,12771,6,0
71145,12013,7,1
71145,48710,8,0
71145,36425,9,0
71145,29642,10,0
71145,11411,11,0
71145,40196,12,0
71950,13176,1,1
71950,17207,2,1
71950,12341,3,1
71950,8048,4,1
71950,22046,5,1
71950,46802,6,1
71950,21288,7,1
71950,42392,8,1
71950,23985,9,1
71950,42265,10,1
71950,21903,11,0
71950,21292,12,1
71950,21137,13,1
71950,33768,14,1
71950,32689,15,1
71950,33147,16,1
71950,8571,17,0
71950,47788,18,0
71950,22128,19,1
72317,130,1,1
72317,25745,2,1
72317,32562,3,1
72317,22767,4,0
72317,41434,5,1
72317,15264,6,1
72317,25132,7,1
72317,13542,8,0
72317,26436,9,0
72772,38689,1,1
72772,24852,2,1
72772,27086,3,1
72772,24891,4,1
72772,42828,5,1
72772,6046,6,1
72772,24764,7,1
72772,34706,8,0
72772,11790,9,0
72772,41290,10,0
72772,49424,11,0
72772,14197,12,0
72772,8277,13,1
72772,3599,14,1
72772,32099,15,1
72772,18814,16,1
72772,21137,17,1
72772,10017,18,1
72950,21569,1,0
72950,43399,2,0
73007,49533,1,0
73007,43920,2,0
73007,29311,3,1
73007,42445,4,1
73007,6649,5,0
73007,46667,6,1
73007,33942,7,0
73007,35140,8,1
73007,34590,9,1
73007,8670,10,1
73007,48894,11,0
73007,9186,12,0
73007,17721,13,1
73007,7559,14,1
73007,5876,15,1
73007,35838,16,0
73007,31287,17,0
73007,34977,18,1
73007,10753,19,1
73007,17847,20,1
73007,44479,21,0
73007,27548,22,0
73007,40775,23,0
73007,28278,24,1
73007,5603,25,0
73007,39477,26,1
73007,7408,27,0
73007,43697,28,1
73007,47668,29,0
73007,13176,30,1
73007,9339,31,1
73007,28769,32,1
73007,17672,33,1
73885,44683,1,1
73885,4724,2,1
73885,13525,3,0
73997,3298,1,1
73997,7131,2,1
74405,38400,1,1
74405,44570,2,1
74405,11210,3,1
74405,35551,4,0
74405,44752,5,0
74405,33768,6,0
