order_products__train_id,order_id,product_id,add_to_cart_order,reordered
558,30449,29689,7,1
559,30449,33614,8,1
560,30449,38228,9,1
561,30449,5375,10,1
562,30449,20479,11,1
563,30449,19604,12,1
564,30449,10049,13,1
565,30449,18564,14,1
566,30449,43352,15,1
567,30449,42275,16,1
568,30614,42791,1,1
569,30614,25379,2,0
570,30614,48812,3,1
571,31557,39450,1,1
572,31557,40826,2,1
573,31557,47491,3,1
574,31557,17585,4,1
575,31557,33816,5,1
576,31557,47209,6,0
577,31557,28570,7,0
578,31557,44717,8,0
579,31557,5194,9,1
580,31557,46692,10,0
581,31557,39190,11,0
582,31557,17668,12,0
583,31557,41325,13,0
584,31557,19932,14,0
585,31557,39276,15,0
586,31557,6297,16,1
587,31557,41716,17,0
588,31557,13052,18,0
589,31557,27827,19,0
590,31586,4938,1,1
591,31586,35625,2,1
592,31586,32714,3,0
593,32882,5240,1,0
594,32882,40002,2,1
595,32882,17758,3,1
596,32882,30233,4,1
597,32882,25146,5,1
598,32882,8623,6,1
599,32882,49191,7,1
600,32882,39947,8,1
601,32882,12897,9,1
602,32882,28227,10,1
603,32882,39982,11,1
604,32882,22619,12,1
605,32882,26520,13,1
606,32882,7358,14,1
607,32882,33452,15,1
608,32882,13328,16,1
609,32882,38288,17,0
610,32882,210,18,0
611,32882,46225,19,0
612,32882,44863,20,0
613,32882,27041,21,0
614,32996,44632,1,1
615,32996,16696,2,1
616,32996,10957,3,1
617,32996,33434,4,0
618,33491,24852,1,1
619,33491,45554,2,1
620,33491,32600,3,0
621,33491,23044,4,1
622,34229,6104,1,1
623,34229,40545,2,1
624,34229,23315,3,1
625,34229,38815,4,0
626,34229,31801,5,0
627,34229,16185,6,1
628,34229,21903,7,1
629,34229,26209,8,1
630,34229,17224,9,0
631,34847,17569,1,1
632,34847,23288,2,1
633,34847,27817,3,1
634,34847,45445,4,1
635,34847,36361,5,1
636,34847,29126,6,1
637,34847,22395,7,0
638,34847,16521,8,0
639,34847,29307,9,0
640,34847,33438,10,0
641,34847,23569,11,0
642,34847,46720,12,1
643,34847,4605,13,0
644,34847,47144,14,1
645,34847,38647,15,0
646,34847,25330,16,1
647,34847,16617,17,0
648,34847,7916,18,0
649,34847,30391,19,1
650,34847,33647,20,1
651,35709,13176,1,1
652,35709,21616,2,1
653,35709,33754,3,0
654,35709,26882,4,1
655,35709,6631,5,1
656,35864,2086,1,0
657,35864,25466,2,1
658,35864,8339,3,1
659,35864,3566,4,1
660,35864,26959,5,1
661,35864,35663,6,1
662,35864,21903,7,1
663,35864,46720,8,0
664,35864,20632,9,0
665,35864,41950,10,0
666,36336,18465,1,1
667,36336,47209,2,1
668,36336,22935,3,1
669,36336,33575,4,1
670,36336,21903,5,1
671,36336,24964,6,1
672,36336,45007,7,1
673,36336,29987,8,1
674,36336,43789,9,0
675,36336,28849,10,1
676,36336,4799,11,0
677,36336,40604,12,1
678,36336,21137,13,1
679,36336,39475,14,0
680,36901,7116,1,1
681,36901,2745,2,1
682,36901,13083,3,1
683,36901,13637,4,1
684,36901,49615,5,1
685,36901,22062,6,1
686,36901,34222,7,1
687,36901,27179,8,1
688,36901,27776,9,0
689,36901,15363,10,1
690,36901,8536,11,1
691,36901,8584,12,1
692,36901,26509,13,1
693,36913,4472,1,1
694,36913,24852,2,1
695,38106,25005,1,0
696,38106,47766,2,1
697,38106,32747,3,1
698,38106,24852,4,1
699,38106,21903,5,1
700,38106,40604,6,1
701,38106,47626,7,1
702,38106,8518,8,1
703,38106,20842,9,1
704,38106,29487,10,1
705,38106,26209,11,1
706,38106,25890,12,1
707,38106,13198,13,0
708,38106,38273,14,0
709,38106,21938,15,0
710,38106,26497,16,1
711,38106,24964,17,0
712,38106,49683,18,1
713,38106,12409,19,0
714,38106,26842,20,0
715,38704,22142,1,0
716,38704,46473,2,1
717,38704,28511,3,1
718,38704,31553,4,0
719,38704,26926,5,0
720,38704,39821,6,0
721,38827,40199,1,0
722,38830,19976,1,1
723,38830,7018,2,1
724,38830,21497,3,1
725,38830,2326,4,0
726,38919,13646,1,1
727,38919,21405,2,1
728,38919,31459,3,1
729,38919,10749,4,1
730,38919,49683,5,1
731,38919,47209,6,1
732,38919,39928,7,1
733,38919,27521,8,1
734,38919,44359,9,1
735,38919,40612,10,1
736,38919,42483,11,1
737,38919,41220,12,1
738,39099,48383,1,1
739,39099,29987,2,1
740,39099,41540,3,1
741,39099,7503,4,1
742,39099,19893,5,1
743,39099,2962,6,1
744,39099,13176,7,1
745,39099,24024,8,1
746,39099,10129,9,1
747,39148,13984,1,1
748,39148,28204,2,1
749,39148,35221,3,1
750,39148,41135,4,1
751,39148,11913,5,1
752,39148,30406,6,1
753,39148,15261,7,1
754,39148,26604,8,1
755,39148,37528,9,0
756,39148,9597,10,0
757,39148,8518,11,1
758,39148,21616,12,0
759,39148,15290,13,1
760,39148,21463,14,0
761,39148,33352,15,0
762,39573,27966,1,1
763,39573,13176,2,1
764,39573,1463,3,1
765,39573,47209,4,1
766,39573,22935,5,1
767,39573,49621,6,1
768,39573,8518,7,1
769,39573,30233,8,1
770,39573,18897,9,1
771,40011,27292,1,1
772,40011,7905,2,1
773,40011,21903,3,1
774,40011,26518,4,1
775,40011,33114,5,1
776,40011,35213,6,1
777,40794,44359,1,1
778,40794,35951,2,1
779,40794,30391,3,1
780,40794,45229,4,0
781,40794,31553,5,1
782,40794,35503,6,1
783,40794,27845,7,1
784,40794,42615,8,1
785,40794,43868,9,0
786,40794,39640,10,1
787,41343,47141,1,1
788,41343,24852,2,1
789,41351,19660,1,1
790,41351,8859,2,1
791,41351,27086,3,1
792,41351,9839,4,1
793,41351,24009,5,1
794,41351,14881,6,1
795,41351,12572,7,1
796,41351,48171,8,1
797,41351,3896,9,1
798,41351,48485,10,1
799,41351,1463,11,1
800,41351,28123,12,0
801,41351,23375,13,1
802,41371,43409,1,0
803,41371,4137,2,0
804,41371,20955,3,0
805,41371,2519,4,1
806,41371,13806,5,0
807,41371,31564,6,0
808,41371,33385,7,0
809,41371,1788,8,0
810,41371,8424,9,0
811,41371,49683,10,0
812,41371,45007,11,0
813,41371,46979,12,0
814,41371,44683,13,0
815,41371,34480,14,0
816,41371,30406,15,0
817,41371,12779,16,0
818,41371,38739,17,0
819,41371,33351,18,0
820,41371,31525,19,0
821,41371,26209,20,0
822,41371,47626,21,0
823,41371,7533,22,0
824,41371,30720,23,0
825,41371,45106,24,0
826,41371,33541,25,0
827,41371,12782,26,0
828,41371,3990,27,1
829,41371,27548,28,0
830,41371,16185,29,0
831,41371,34565,30,0
832,41371,22656,31,0
833,41371,17035,32,0
834,41371,34229,33,0
835,41647,37646,1,1
836,41647,26165,2,1
837,41647,21903,3,1
838,41647,21616,4,1
839,41647,47626,5,1
840,42150,12581,1,1
841,42150,29118,2,1
842,42150,21903,3,0
843,42150,6873,4,1
844,42150,48109,5,1
845,42150,11352,6,0
846,42150,40186,7,0
847,42150,14901,8,0
848,42150,13646,9,0
849,42447,5258,1,1
850,42447,45051,2,1
851,42894,30591,1,1
852,44490,19828,1,1
853,44490,15164,2,0
854,44490,47482,3,0
855,44490,32478,4,1
856,44490,16539,5,0
857,44490,5258,6,0
858,47505,44616,1,0
859,47505,20760,2,1
860,47505,16185,3,0
861,47505,30604,4,0
862,48038,33010,1,1
863,48038,27885,2,1
864,48038,26227,3,1
865,48038,4843,4,0
866,48038,20665,5,1
867,48038,45804,6,1
868,48038,2120,7,1
869,48997,27086,1,1
870,48997,21841,2,1
871,48997,7963,3,1
872,48997,11046,4,1
873,48997,21616,5,1
874,48997,27845,6,1
875,48997,27104,7,1
876,48997,27999,8,1
877,48997,26940,9,1
878,49351,45296,1,0
879,49351,19051,2,0
880,49351,33846,3,0
881,49351,21019,4,0
882,49351,32030,5,0
883,49351,27133,6,0
884,49351,19736,7,0
885,49351,43945,8,0
886,49351,19691,9,0
887,49351,32303,10,0
888,49351,38948,11,0
889,49872,24852,1,1
890,49872,24838,2,1
891,49872,47766,3,1
892,49872,47626,4,1
893,49872,47630,5,1
894,49872,30305,6,1
895,49872,24830,7,1
896,49872,26790,8,0
897,49872,21162,9,1
898,49872,18176,10,1
899,49872,19046,11,0
900,49872,4086,12,0
901,49872,19048,13,0
902,49872,24236,14,0
903,51257,19612,1,0
904,51257,36746,2,0
905,51257,34969,3,1
906,51257,49683,4,0
907,51257,4138,5,0
908,51257,27966,6,0
909,51382,12606,1,1
910,51382,32578,2,1
911,51720,5450,1,1
912,51720,27012,2,0
913,51720,9534,3,1
914,52595,13176,1,1
915,52595,39408,2,0
916,52595,14704,3,0
917,52595,25885,4,1
918,52595,39275,5,1
919,52595,18926,6,1
920,52595,19156,7,1
921,52595,22124,8,1
922,52595,24954,9,1
923,52595,28156,10,1
924,52595,38028,11,0
925,53347,3873,1,1
926,53347,31505,2,0
927,53347,13712,3,1
928,53347,18104,4,1
929,53569,27730,1,1
930,53569,32923,2,1
931,54225,20549,1,1
932,54225,38205,2,0
933,54225,35988,3,0
934,54225,24184,4,0
935,54225,38273,5,1
936,54225,32433,6,0
937,54225,43352,7,0
938,54804,33000,1,0
939,54804,29871,2,0
940,54804,34497,3,0
941,54804,32642,4,0
942,54804,36685,5,0
943,54804,32689,6,0
944,54804,15290,7,0
945,54804,40619,8,0
946,54804,43279,9,0
947,54804,264,10,0
948,54804,10901,11,0
949,54804,22957,12,0
950,54804,31506,13,0
951,54804,9068,14,0
952,54804,9743,15,0
953,54804,19734,16,0
954,54804,35721,17,0
955,54804,20985,18,0
956,54804,11331,19,0
957,54804,30338,20,0
958,54804,39889,21,0
959,54804,38406,22,0
960,54804,19468,23,0
961,54804,37449,24,0
962,54804,15269,25,0
963,54804,35761,26,0
964,54804,22105,27,0
965,54804,36434,28,1
966,54804,33168,29,0
967,54804,43968,30,0
968,54804,29783,31,0
969,54804,6189,32,0
970,54804,8049,33,0
971,54804,36259,34,0
972,54804,19005,35,0
973,54804,44245,36,0
974,54804,36849,37,0
975,55750,12069,1,1
976,55750,31181,2,1
977,55750,2825,3,1
978,55750,27966,4,1
979,55750,18376,5,1
980,55750,1203,6,1
981,55750,9339,7,1
982,55750,21137,8,1
983,55750,23339,9,1
984,55750,33443,10,1
985,55750,32177,11,1
986,55750,9839,12,1
987,55750,34429,13,1
988,55750,18327,14,1
989,55750,7076,15,1
990,55750,41536,16,1
991,55750,15225,17,1
992,55750,45002,18,1
993,55750,17154,19,1
994,55750,25138,20,1
995,55750,8518,21,1
996,55764,3988,1,1
997,55764,1360,2,1
998,55764,38028,3,0
999,55764,24184,4,1
1000,55764,15290,5,0
1001,55764,31717,6,1
1002,55764,21903,7,0
1003,55764,47766,8,0
1004,55764,8555,9,0
1005,55764,24359,10,1
1006,55764,8955,11,0
1007,55764,39928,12,1
1008,55764,24852,13,1
1009,55764,31915,14,0
1010,55793,39277,1,1
1011,55793,659,2,1
1012,55793,24852,3,1
1013,55793,31231,4,1
1014,55793,48142,5,1
1015,55793,47759,6,1
1016,55793,22120,7,1
1017,55793,8732,8,0
1018,55793,31394,9,0
1019,55793,24838,10,1
1020,55793,42137,11,1
1021,55793,29646,12,0
1022,55793,33911,13,1
1023,55793,25817,14,1
1024,55793,46662,15,1
1025,55793,2600,16,1
1026,55793,11034,17,0
1027,55793,37590,18,0
1028,55793,22886,19,0
1029,55793,9508,20,0
1030,55793,14564,21,1
1031,55793,39649,22,1
1032,55793,12333,23,1
1033,57462,28204,1,1
1034,57462,9387,2,1
1035,57462,24852,3,1
1036,57462,24184,4,0
1037,57462,47611,5,1
1038,57462,3207,6,1
1039,57462,43279,7,0
1040,57462,18070,8,1
1041,57462,48559,9,0
1042,57462,45603,10,0
1043,57462,42562,11,1
1044,57462,31365,12,1
1045,57462,10957,13,0
1046,57462,3039,14,0
1047,57462,16696,15,0
1048,57462,7901,16,1
1049,57549,10312,1,1
1050,57549,42183,2,1
1051,57549,34220,3,1
1052,57549,11421,4,0
1053,57549,31683,5,0
1054,57549,27117,6,0
1055,58135,11487,1,0
1056,58135,7736,2,0
1057,58135,26221,3,1
1058,58135,39889,4,0
1059,58135,4726,5,1
1060,58732,36189,1,1
1061,58732,25195,2,1
1062,58732,43957,3,1
1063,58732,44910,4,1
1064,58732,33401,5,1
1065,58732,27845,6,1
1066,58732,43378,7,1
1067,58732,21198,8,1
1068,58732,23288,9,1
1069,58881,13176,1,1
1070,58881,20574,2,1
1071,58881,5451,3,1
1072,58881,20015,4,1
1073,58881,30169,5,1
1074,58881,7916,6,1
1075,58881,32864,7,1
1076,58881,14852,8,0
1077,58881,45066,9,1
1078,58881,9122,10,1
1079,58881,4090,11,1
1080,58881,10948,12,0
1081,59359,7777,1,0
1082,59359,5760,2,1
1083,59359,30086,3,1
1084,59692,14161,1,1
1085,59692,24852,2,0
1086,59692,4591,3,1
1087,59692,20955,4,0
1088,59692,13658,5,0
1089,59692,29350,6,0
1090,59692,33439,7,0
1091,59692,35336,8,0
1092,59692,6414,9,1
1093,59692,27966,10,1
1094,59692,33184,11,0
1095,59692,30170,12,0
1096,59692,40332,13,0
1097,59825,24852,1,1
1098,59825,47824,2,1
1099,59825,17341,3,1
1100,59825,16797,4,1
1101,59825,5077,5,1
1102,59825,21288,6,1
1103,59825,2717,7,1
1104,59825,2374,8,1
1105,59825,14992,9,1
1106,59825,44683,10,1
1107,59825,30593,11,1
1108,59825,8743,12,1
1109,59825,15607,13,1
1110,59825,25084,14,0
1111,59825,47209,15,0
1112,59825,25918,16,0
1113,59825,9387,17,1
1114,59825,47831,18,0
1115,59825,25048,19,0
1116,60043,47526,1,0
1117,60043,11046,2,0
1118,60043,13435,3,0
1119,60043,40268,4,0
1120,60043,28918,5,0
1121,62057,30751,1,1
1122,62057,25379,2,1
1123,62210,5212,1,1
1124,62210,44683,2,1
1125,62210,40002,3,1
1126,62210,5450,4,1
1127,62210,18465,5,1
1128,62210,25824,6,1
1129,62210,26706,7,1
1130,62210,7009,8,1
1131,62210,27845,9,1
1132,62210,8021,10,0
1133,63399,13166,1,1
1134,63399,7948,2,1
1135,63399,13176,3,1
1136,63399,27966,4,1
1137,63399,27744,5,1
1138,63399,30391,6,1
1139,63399,47209,7,1
1140,63399,19678,8,1
1141,63399,38293,9,1
1142,63399,42701,10,1
1143,63399,23516,11,1
1144,63399,45535,12,1
1145,63399,39984,13,1
1146,63399,23165,14,1
1147,63399,10,15,1
1148,63399,15899,16,1
1149,63399,30746,17,1
