product_id,product_name,aisle_id,department_id
116,13864,93,3
117,34668,2,16
118,18896,34,1
119,7115,62,5
120,6900,123,4
121,40015,21,16
122,35425,29,13
123,40108,19,13
124,43400,45,19
125,19740,118,11
126,20446,4,9
127,24534,108,16
128,32544,116,1
129,45533,69,15
130,47113,37,1
131,5555,93,3
132,49398,120,16
133,36777,109,11
134,42616,75,17
135,12135,103,19
136,40338,45,19
137,47638,91,16
138,28212,96,20
139,49601,131,9
140,8213,107,19
141,38068,107,19
142,2966,123,4
143,30613,24,4
144,9689,104,13
145,45624,78,19
146,2414,70,11
147,31364,67,20
148,27255,24,4
149,48959,88,13
150,5780,134,5
151,2860,132,11
152,836,25,11
153,14445,75,17
154,10698,129,1
155,2935,58,1
156,14316,46,19
157,23686,16,4
158,41063,96,20
159,6287,47,11
160,409,97,13
161,19034,66,6
162,30839,52,1
163,13239,89,13
164,34145,3,19
165,48979,12,9
166,16729,107,19
167,41822,77,7
168,19110,17,13
169,14301,21,16
170,40506,47,11
171,42698,5,13
172,17153,61,19
173,19019,4,9
174,47217,73,11
175,44171,122,12
176,33417,96,20
177,9137,94,7
178,47341,42,1
179,34394,131,9
180,40380,107,19
181,10868,59,15
182,1342,126,11
183,10534,3,19
184,22069,45,19
185,7872,38,1
186,15900,74,17
187,49041,95,15
188,25372,67,20
189,19459,112,3
190,9260,69,15
191,24966,9,9
192,21231,33,6
193,49648,98,7
194,22348,122,12
195,18085,108,16
196,41323,77,7
197,10125,26,7
198,46155,67,20
199,19735,16,4
200,37002,126,11
201,40824,38,1
202,42182,38,1
203,38044,11,11
204,15490,75,17
205,8565,3,19
206,38558,38,1
207,25812,45,19
208,46946,91,16
209,21295,1,20
210,20024,9,9
211,17422,130,14
212,29004,107,19
213,44354,107,19
214,2824,22,11
215,39130,66,6
216,17418,130,14
217,43163,108,16
218,1066,8,3
219,45484,82,18
220,44499,118,11
221,6931,31,7
222,20297,121,14
223,22114,115,7
224,15308,114,17
225,825,107,19
226,40050,21,16
227,45735,45,19
228,31742,69,15
229,13616,109,11
230,47036,77,7
231,23889,49,12
232,4923,37,1
233,8123,94,7
234,44557,124,5
235,17183,105,13
236,7859,40,8
237,5354,94,7
238,2222,121,14
239,7643,107,19
240,27234,104,13
241,40253,38,1
242,33241,45,19
243,44212,5,13
244,31526,9,9
245,35526,93,3
246,45783,75,17
247,34584,107,19
248,13284,117,19
249,34971,62,5
250,3100,79,1
251,14342,47,11
252,47919,121,14
253,32323,31,7
254,20269,72,13
255,10160,11,11
256,21212,50,19
257,21925,77,7
258,47443,38,1
259,20910,95,15
260,6555,24,4
261,31755,38,1
262,34688,110,13
263,37600,97,13
264,27600,120,16
265,17100,85,17
266,38311,64,7
267,45733,37,1
268,42294,114,17
269,43187,79,1
270,28292,85,17
271,44180,38,1
272,36301,47,11
273,44892,107,19
274,41203,87,17
275,6682,103,19
276,15671,37,1
277,12803,77,7
278,21085,4,9
279,14096,94,7
280,24197,73,11
281,7035,94,7
282,27996,40,8
283,32521,131,9
284,31803,9,9
285,25733,61,19
286,23619,89,13
287,45951,96,20
288,33350,130,14
289,195,98,7
290,31146,31,7
291,25876,20,11
292,15854,44,11
293,36123,41,8
294,25822,78,19
295,7566,70,11
296,15367,127,11
297,49204,100,21
298,5563,94,7
299,28765,98,7
300,29796,17,13
301,4453,47,11
302,18012,40,8
303,6509,45,19
304,13370,117,19
305,48997,29,13
306,17844,83,4
307,35795,21,16
308,1470,22,11
309,18125,92,18
310,10943,78,19
311,27217,52,1
312,21609,83,4
313,34509,37,1
314,14381,20,11
315,11219,89,13
316,38116,80,11
317,4348,112,3
318,2587,101,17
319,42742,116,1
320,17711,25,11
321,13586,47,11
322,5635,79,1
323,26925,17,13
324,43173,3,19
325,47547,42,1
326,12567,4,9
327,18641,116,1
328,12962,101,17
329,32469,84,16
330,8115,30,6
331,30593,61,19
332,37175,3,19
333,3863,25,11
334,41879,115,7
335,5039,31,7
336,4645,31,7
337,41311,25,11
338,49252,33,6
339,11160,120,16
340,13615,121,14
341,7237,9,9
342,10340,41,8
343,32499,123,4
344,23411,37,1
345,14330,64,7
346,43458,112,3
347,47447,123,4
348,43615,94,7
349,30139,17,13
350,25976,27,5
351,17732,127,11
352,10087,21,16
353,46157,67,20
354,46130,85,17
355,18862,117,19
356,38355,79,1
357,48526,97,13
358,16095,119,1
359,12487,96,20
360,48882,129,1
361,12288,11,11
362,35703,105,13
363,48006,78,19
364,18721,123,4
365,7205,121,14
366,47742,47,11
367,46243,47,11
368,14451,75,17
369,27305,30,6
370,8309,3,19
371,21675,77,7
372,26104,22,11
373,20222,116,1
374,40717,96,20
375,26538,131,9
376,14040,127,11
377,8839,40,8
378,35767,74,17
379,43532,27,5
380,9614,123,4
381,45083,52,1
382,43298,45,19
383,5447,34,1
384,14057,22,11
385,23519,90,7
386,37449,40,8
387,8279,3,19
388,42890,4,9
389,24085,123,4
390,43535,47,11
391,32596,83,4
392,27847,89,13
393,34734,80,11
394,2796,127,11
395,43891,17,13
396,6844,37,1
397,36639,17,13
398,30291,45,19
399,31940,31,7
400,18385,120,16
401,15137,20,11
402,333,34,1
403,46474,96,20
404,37920,19,13
405,291,81,15
406,46957,3,19
407,2116,109,11
408,34961,47,11
409,32747,45,19
410,19956,94,7
411,43586,126,11
412,5378,22,11
413,13410,11,11
414,17230,79,1
415,568,111,17
416,22514,75,17
417,9469,100,21
418,48656,131,9
419,23077,120,16
420,21158,26,7
421,16651,21,16
422,25971,107,19
423,37619,89,13
424,23473,131,9
425,39219,33,6
426,758,92,18
427,21352,5,13
428,14103,111,17
429,12253,59,15
430,5281,27,5
431,20763,37,1
432,46941,91,16
433,32468,107,19
434,3953,75,17
435,12175,50,19
436,34672,116,1
437,42979,100,21
438,41992,48,14
439,11377,50,19
440,11440,100,21
441,2495,25,11
442,40690,41,8
443,46371,75,17
444,41996,112,3
445,2123,3,19
446,5068,120,16
447,44486,94,7
448,48314,59,15
449,8201,61,19
450,8796,4,9
451,2157,88,13
452,40665,94,7
453,20627,13,20
454,40826,51,13
455,20711,133,11
456,41821,77,7
457,48849,48,14
458,45430,20,11
459,20361,120,16
460,1299,94,7
461,41560,11,11
462,14847,70,11
463,39039,104,13
464,23574,90,7
465,246,50,19
466,28125,69,15
467,41588,69,15
468,21735,83,4
469,48219,53,16
470,23584,27,5
471,19074,94,7
472,14585,100,21
473,35209,10,17
474,22546,25,11
475,31499,124,5
476,8804,95,15
477,27149,21,16
478,31187,110,13
479,26262,28,5
480,40845,37,1
481,4716,104,13
482,16850,73,11
483,49629,94,7
484,35144,120,16
485,10867,40,8
486,23938,120,16
487,6468,10,17
488,31019,31,7
489,13192,58,1
490,16977,45,19
491,35449,100,21
492,10885,63,9
493,34286,92,18
494,49287,83,4
495,36597,17,13
496,12616,111,17
497,24561,37,1
498,11842,22,11
499,3025,133,11
500,27609,114,17
501,36246,41,8
502,16128,37,1
503,49026,68,10
504,47560,4,9
505,262,21,16
506,2879,6,2
507,44983,72,13
508,15544,50,19
509,42665,92,18
510,36354,121,14
511,22688,47,11
512,26534,107,19
513,20256,17,13
514,15551,85,17
515,30711,120,16
516,2286,21,16
517,15637,43,3
518,46016,38,1
519,2498,31,7
520,43797,72,13
521,11861,114,17
522,10021,124,5
523,4451,22,11
524,49655,92,18
525,17947,109,11
526,1631,104,13
527,21166,73,11
528,44417,41,8
529,13979,73,11
530,1128,77,7
531,1411,40,8
532,46673,107,19
533,43194,38,1
534,45243,81,15
535,38041,6,2
536,4242,52,1
537,22176,110,13
538,44257,85,17
539,45678,89,13
540,4145,38,1
541,49669,74,17
542,24987,22,11
543,38141,107,19
544,9350,67,20
545,11203,21,16
546,45186,51,13
547,493,109,11
548,19813,66,6
549,10983,125,19
550,18273,57,14
551,38299,62,5
552,30742,116,1
553,3212,5,13
554,45989,1,20
555,14047,114,17
556,3510,100,21
557,37691,24,4
558,31385,88,13
559,10521,61,19
560,44445,94,7
561,41038,15,12
562,45621,100,21
563,36677,47,11
564,13787,55,11
565,23295,130,14
566,32106,112,3
567,24208,28,5
568,2952,79,1
569,17870,61,19
570,48318,59,15
571,44838,79,1
572,5653,22,11
573,37686,87,17
574,11485,61,19
575,30795,72,13
576,47177,61,19
577,23504,11,11
578,503,10,17
579,42615,75,17
580,47986,28,5
581,16773,83,4
582,23635,119,1
583,47098,101,17
584,29030,120,16
585,36100,78,19
586,16893,25,11
587,1587,101,17
588,41974,121,14
589,39002,51,13
590,2185,117,19
591,28555,37,1
592,42299,4,9
593,23475,131,9
594,17459,3,19
595,21032,128,3
596,11876,47,11
597,7668,41,8
598,6104,28,5
599,15232,114,17
600,44810,104,13
601,29593,123,4
602,3689,52,1
603,26743,11,11
604,10539,10,17
605,26997,75,17
606,39088,37,1
607,17944,88,13
608,41852,115,7
609,9155,17,13
610,24018,38,1
611,46587,96,20
612,38217,63,9
613,21014,126,11
614,35134,100,21
615,43696,107,19
616,40314,14,20
617,30899,21,16
618,2683,98,7
619,41784,117,19
620,27670,47,11
621,1229,69,15
622,16384,61,19
623,16468,45,19
624,8803,100,21
625,7732,34,1
626,30315,69,15
627,23822,61,19
628,15858,98,7
629,36270,70,11
630,41217,45,19
631,33205,107,19
632,39227,55,11
633,9891,91,16
634,29156,116,1
635,23645,61,19
636,37677,88,13
637,26530,121,14
638,49155,66,6
639,18575,98,7
640,42154,9,9
641,7158,21,16
642,44944,12,9
643,21961,30,6
644,31757,69,15
645,36041,47,11
646,29967,98,7
647,25013,53,16
648,13742,131,9
649,9462,77,7
650,35467,50,19
651,31588,36,16
652,16613,88,13
653,15193,128,3
654,46490,126,11
655,14841,131,9
656,4464,47,11
657,27791,3,19
658,21811,61,19
659,49536,115,7
660,15329,128,3
661,43952,48,14
662,46296,74,17
663,34778,67,20
664,11118,81,15
665,20872,15,12
666,48858,112,3
667,3128,75,17
668,7849,41,8
669,44765,38,1
670,9860,91,16
671,47343,4,9
672,13091,37,1
673,7715,69,15
674,42290,114,17
675,44852,78,19
676,43505,6,2
677,34039,98,7
678,33101,107,19
679,3186,54,17
680,1323,109,11
681,48860,78,19
682,11449,56,18
683,45507,78,19
684,29780,69,15
685,31230,4,9
686,44452,22,11
687,9726,67,20
688,39272,52,1
689,2477,127,11
690,47421,100,21
691,31268,121,14
692,40631,122,12
693,45803,64,7
694,18439,120,16
695,12761,77,7
696,44464,22,11
697,36917,130,14
698,3400,25,11
699,43369,9,9
700,21549,26,7
701,5006,3,19
702,7304,2,16
703,45590,59,15
704,33518,80,11
705,14508,128,3
706,16477,114,17
707,49242,20,11
708,46725,126,11
709,41375,45,19
710,16676,110,13
711,47466,5,13
712,12904,26,7
713,34951,6,2
714,5478,26,7
715,47748,47,11
716,26309,20,11
717,43773,114,17
718,45541,69,15
719,39372,118,11
720,2949,37,1
721,43863,94,7
722,41229,40,8
723,26316,23,19
724,35356,75,17
725,7010,104,13
726,17650,23,19
727,19001,75,17
728,49195,128,3
729,43643,3,19
730,38083,22,11
731,49015,14,20
732,22765,114,17
733,9012,61,19
734,38929,96,20
735,15412,129,1
736,4185,27,5
737,465,128,3
738,2070,91,16
739,17993,45,19
740,6946,123,4
741,3972,66,6
742,31395,72,13
743,34522,79,1
744,29901,92,18
745,10336,130,14
746,20397,22,11
747,49250,17,13
748,38611,123,4
749,12064,45,19
750,24454,8,3
751,9518,114,17
752,45189,30,6
753,25542,17,13
754,20674,55,11
755,40578,21,16
756,24215,107,19
757,35858,96,20
758,27508,37,1
759,33687,11,11
760,10926,78,19
761,44976,41,8
762,142,26,7
763,22954,90,7
764,9197,23,19
765,43734,56,18
766,37907,30,6
767,29857,116,1
768,26687,100,21
769,40669,21,16
770,35801,22,11
771,5949,23,19
772,12573,4,9
773,13125,87,17
774,28622,131,9
775,29717,117,19
776,16311,45,19
777,44497,92,18
778,1824,31,7
779,6885,41,8
780,5469,112,3
781,31676,21,16
782,1166,49,12
783,24996,47,11
784,32330,83,4
785,16919,94,7
786,44822,114,17
787,9882,73,11
788,49217,64,7
789,46195,126,11
790,16588,59,15
791,11197,53,16
792,31072,98,7
793,31820,123,4
794,33668,66,6
795,29982,65,11
796,8634,61,19
797,46738,75,17
798,25004,114,17
799,15772,81,15
800,29406,110,13
801,1459,80,11
802,31997,31,7
803,19648,116,1
804,37257,100,21
805,47797,47,11
806,151,98,7
807,15359,5,13
808,49024,94,7
809,5158,13,20
810,30383,72,13
811,8447,97,13
812,19471,57,14
813,42221,9,9
814,45794,120,16
815,28429,64,7
816,6296,114,17
817,916,92,18
818,25239,27,5
819,45467,44,11
820,46945,88,13
821,11051,126,11
822,42093,23,19
823,37902,127,11
824,15275,8,3
825,11097,109,11
826,33128,19,13
827,1617,95,15
828,14021,114,17
829,10292,4,9
830,40629,112,3
831,1873,34,1
832,19890,65,11
833,19551,45,19
834,40500,59,15
835,22921,25,11
836,40733,93,3
837,6373,28,5
838,17776,51,13
839,17090,77,7
840,9734,117,19
841,44819,78,19
842,43271,90,7
843,26297,75,17
844,35377,106,12
845,27827,11,11
846,2625,111,17
847,17565,105,13
848,6875,41,8
849,4987,92,18
850,11491,30,6
851,8038,107,19
852,23266,21,16
853,11521,48,14
854,45601,66,6
855,9145,27,5
856,2979,21,16
857,18753,123,4
858,35401,31,7
859,675,54,17
860,7638,104,13
861,14069,47,11
862,46823,91,16
863,2894,123,4
864,42632,10,17
865,3139,114,17
866,15145,3,19
867,27517,20,11
868,9565,22,11
869,30740,3,19
870,21699,50,19
871,38643,22,11
872,35748,31,7
873,18128,92,18
874,7508,8,3
875,16996,31,7
876,47736,47,11
877,46501,84,16
878,26131,25,11
879,3296,56,18
880,31721,94,7
881,19632,114,17
882,14969,83,4
883,34153,3,19
884,13273,104,13
885,23986,13,20
886,48689,1,20
887,11259,97,13
888,9531,22,11
889,27932,112,3
890,29695,81,15
891,23571,100,21
892,48497,94,7
893,47833,109,11
894,18456,120,16
895,49364,120,16
896,8001,11,11
897,34290,126,11
898,39253,89,13
899,10092,21,16
900,14771,107,19
901,12163,45,19
902,3554,78,19
903,17564,103,19
904,45137,14,20
905,15051,47,11
906,7064,47,11
907,35994,106,12
908,28299,104,13
909,6299,47,11
910,27764,48,14
911,36393,64,7
912,26615,81,15
913,13350,131,9
914,10101,11,11
915,46400,54,17
916,24185,26,7
917,1979,45,19
918,23119,2,16
919,2754,50,19
920,9970,120,16
921,4738,45,19
922,8144,104,13
923,10833,88,13
924,614,75,17
925,41681,129,1
926,11420,79,1
927,6116,28,5
928,8854,69,15
929,27296,69,15
930,46170,20,11
931,22477,132,11
932,47441,38,1
933,38374,98,7
934,25754,93,3
935,35814,98,7
936,6012,45,19
937,5832,129,1
938,12963,114,17
939,2402,50,19
940,3907,54,17
941,41044,15,12
942,13584,94,7
943,24162,47,11
944,47129,37,1
945,16291,98,7
946,39608,120,16
947,10921,13,20
948,43677,74,17
949,39827,55,11
950,45177,105,13
951,47818,47,11
952,15197,17,13
953,35136,120,16
954,40354,78,19
955,7178,125,19
956,40002,102,18
957,21919,55,11
958,2109,47,11
959,7702,38,1
960,47677,27,5
961,18316,13,20
962,31527,89,13
963,46652,69,15
964,45321,87,17
965,24706,87,17
966,34277,27,5
967,17540,8,3
968,49597,85,17
969,34690,116,1
970,38972,41,8
971,7710,38,1
972,23471,131,9
973,1143,10,17
974,28652,45,19
975,11281,37,1
976,6922,20,11
977,12481,72,13
978,24211,121,14
979,27976,60,17
980,3140,114,17
981,16722,128,3
982,1548,2,16
983,43070,3,19
984,11641,109,11
985,34139,3,19
986,11571,99,15
987,27188,20,11
988,10975,3,19
989,7095,38,1
990,12698,96,20
991,37695,100,21
992,44859,79,1
993,25371,81,15
994,39993,130,14
995,39282,106,12
996,20204,125,19
997,25694,37,1
998,20490,104,13
999,33148,5,13
1000,2779,18,10
1001,46737,112,3
1002,1913,17,13
1003,32189,5,13
1004,47832,22,11
1005,8120,94,7
1006,34710,108,16
1007,3276,92,18
1008,37684,78,19
1009,964,87,17
1010,1519,6,2
1011,11015,98,7
1012,4751,94,7
1013,35379,6,2
1014,21669,98,7
1015,33019,104,13
1016,9300,89,13
1017,42946,31,7
1018,22000,92,18
1019,42045,100,21
1020,34395,131,9
1021,37428,117,19
1022,24536,88,13
1023,40058,127,11
1024,25457,92,18
1025,29942,16,4
1026,38112,55,11
1027,30990,128,3
1028,30980,112,3
1029,19628,114,17
1030,20413,27,5
1031,10157,11,11
1032,14705,21,16
1033,37045,37,1
1034,24964,85,17
1035,7056,94,7
1036,9648,74,17
1037,17896,43,3
1038,701,11,11
1039,15501,56,18
1040,9544,101,17
1041,5824,36,16
1042,34544,132,11
1043,29084,83,4
1044,12521,41,8
1045,27538,53,16
1046,24823,116,1
1047,9047,36,16
1048,49379,21,16
1049,41976,48,14
1050,1394,126,11
1051,40331,111,17
1052,11701,22,11
1053,9511,114,17
1054,18477,120,16
1055,27206,100,21
1056,38458,4,9
1057,3879,13,20
1058,36588,61,19
1059,40280,105,13
1060,4620,88,13
1061,37555,4,9
1062,16443,106,12
1063,14227,17,13
1064,18469,120,16
1065,16004,46,19
1066,7967,69,15
1067,19612,111,17
1068,35547,67,20
1069,274,112,3
1070,42056,34,1
1071,34816,27,5
1072,25781,107,19
1073,6805,96,20
1074,16904,96,20
1075,21794,37,1
1076,49297,30,6
1077,39687,126,11
1078,15663,3,19
1079,28277,65,11
1080,38926,123,4
1081,10379,40,8
1082,46194,126,11
1083,37768,21,16
1084,23195,37,1
1085,39350,30,6
1086,21396,51,13
1087,43487,121,14
1088,9647,75,17
1089,10043,26,7
1090,40101,4,9
1091,34401,69,15
1092,33619,118,11
1093,20822,94,7
1094,22013,120,16
1095,39912,5,13
1096,1195,115,7
1097,41509,62,5
1098,28985,31,7
1099,11772,37,1
1100,3623,108,16
1101,39612,30,6
1102,36043,4,9
1103,19852,96,20
1104,35182,120,16
1105,26695,101,17
1106,10986,3,19
1107,27479,114,17
1108,20619,67,20
1109,17286,34,1
1110,5587,116,1
1111,35164,93,3
1112,34095,64,7
1113,32777,5,13
1114,19077,31,7
1115,45967,96,20
1116,44451,102,18
1117,45962,106,12
1118,17004,31,7
1119,43146,42,1
1120,1700,42,1
1121,48915,20,11
1122,23464,75,17
1123,16337,99,15
1124,26498,70,11
1125,47637,65,11
1126,13991,128,3
1127,16037,22,11
1128,8362,3,19
1129,29833,61,19
1130,17324,17,13
1131,1102,45,19
1132,20053,69,15
1133,35800,22,11
1134,44762,92,18
1135,49267,81,15
1136,28051,73,11
1137,7008,27,5
1138,35584,7,12
1139,48853,78,19
1140,19591,4,9
1141,2553,99,15
1142,11602,114,17
1143,21897,78,19
1144,7669,40,8
1145,20911,110,13
1146,36842,110,13
1147,35463,87,17
1148,33584,74,17
1149,15716,124,5
1150,1275,13,20
1151,39959,5,13
1152,3950,127,11
1153,10065,39,12
1154,35397,115,7
1155,4691,3,19
1156,39791,17,13
1157,48174,112,3
1158,24282,116,1
1159,33626,75,17
1160,34963,62,5
1161,18006,8,3
1162,10383,38,1
1163,15967,101,17
1164,48568,26,7
1165,23370,109,11
1166,10457,69,15
1167,748,92,18
1168,48524,62,5
1169,13439,26,7
1170,45694,131,9
1171,9580,114,17
1172,28931,64,7
1173,27230,97,13
1174,29880,47,11
1175,11190,69,15
1176,16759,58,1
1177,21356,112,3
1178,21930,34,1
1179,35360,46,19
1180,25158,96,20
1181,25787,24,4
1182,8040,107,19
1183,28977,24,4
1184,7996,11,11
1185,13845,64,7
1186,33122,4,9
1187,27089,114,17
1188,20958,129,1
1189,24382,20,11
1190,44567,124,5
1191,10825,59,15
1192,305,117,19
1193,23627,99,15
1194,26788,115,7
1195,47951,25,11
1196,47347,65,11
1197,35226,111,17
1198,44238,127,11
1199,49370,120,16
1200,47409,69,15
1201,24660,126,11
1202,32454,92,18
1203,11536,88,13
1204,37019,127,11
1205,18033,30,6
1206,27645,66,6
1207,16742,4,9
1208,31520,94,7
1209,34352,61,19
1210,16543,64,7
1211,4534,45,19
1212,9917,31,7
1213,48945,11,11
1214,47686,19,13
1215,22025,129,1
1216,11918,42,1
1217,39742,54,17
1218,5836,100,21
1219,18364,24,4
1220,7523,77,7
1221,25144,104,13
1222,1597,101,17
1223,9715,87,17
1224,17796,104,13
1225,8221,47,11
1226,38992,51,13
1227,29040,31,7
1228,46050,59,15
1229,38089,37,1
1230,24000,37,1
1231,29584,21,16
1232,44894,78,19
1233,3592,17,13
1234,11129,120,16
1235,37894,98,7
1236,8564,3,19
1237,43282,103,19
1238,41094,2,16
1239,33021,5,13
1240,35120,108,16
1241,42978,37,1
1242,28243,90,7
1243,38753,97,13
1244,31006,83,4
1245,2003,130,14
1246,7209,2,16
1247,40827,5,13
1248,14477,109,11
1249,5038,88,13
1250,45975,13,20
1251,48803,81,15
1252,48600,104,13
1253,1214,7,12
1254,11046,77,7
1255,28084,22,11
1256,25775,61,19
1257,28716,121,14
1258,24402,71,16
1259,21482,5,13
1260,11728,66,6
1261,28086,89,13
1262,44669,23,19
1263,2287,21,16
1264,35055,117,19
1265,10421,74,17
1266,22582,114,17
1267,2370,131,9
1268,19596,52,1
1269,49658,104,13
1270,2992,33,6
1271,23180,126,11
1272,31371,31,7
1273,37090,66,6
1274,40830,37,1
1275,41886,97,13
1276,36552,40,8
1277,11614,97,13
1278,37843,104,13
1279,46214,70,11
1280,16109,113,1
1281,17819,127,11
1282,18635,83,4
1283,29754,100,21
1284,29718,117,19
1285,35976,63,9
1286,2771,88,13
1287,34312,126,11
1288,19254,40,8
1289,33102,20,11
1290,44337,31,7
1291,11622,22,11
1292,16975,104,13
1293,15958,36,16
1294,37735,80,11
1295,46274,70,11
1296,40531,10,17
1297,42934,99,15
1298,34094,99,15
1299,22591,101,17
1300,4608,105,13
1301,6983,121,14
1302,27026,100,21
1303,16220,92,18
1304,23652,56,18
1305,47703,62,5
1306,37062,121,14
1307,45368,107,19
1308,29453,17,13
1309,45295,20,11
1310,1937,52,1
1311,23513,114,17
1312,34883,98,7
1313,45375,107,19
1314,36076,45,19
1315,28414,64,7
1316,41686,42,1
1317,6418,102,18
1318,26581,94,7
1319,417,54,17
1320,12946,74,17
1321,35142,120,16
1322,6538,59,15
1323,46978,120,16
1324,22366,111,17
1325,9192,5,13
1326,44666,88,13
1327,7460,77,7
1328,27790,3,19
1329,42039,3,19
1330,14312,54,17
1331,18680,25,11
1332,17697,42,1
1333,1198,48,14
1334,42128,89,13
1335,42581,92,18
1336,46372,74,17
1337,49423,120,16
1338,36133,30,6
1339,49244,17,13
1340,30019,110,13
1341,10349,20,11
1342,18650,81,15
1343,35652,34,1
1344,32322,109,11
1345,25136,28,5
1346,15974,2,16
1347,31383,120,16
1348,42941,31,7
1349,18519,92,18
1350,41831,77,7
1351,27834,45,19
1352,22822,64,7
1353,24602,22,11
1354,20330,117,19
1355,2857,101,17
1356,44034,92,18
1357,38233,37,1
1358,34723,123,4
1359,32207,104,13
1360,11539,88,13
1361,27618,31,7
1362,3603,17,13
1363,18348,25,11
1364,32283,3,19
1365,25979,123,4
1366,42258,98,7
1367,45606,26,7
1368,34939,24,4
1369,39305,62,5
1370,34166,45,19
1371,15228,78,19
1372,28906,41,8
1373,311,81,15
1374,30301,83,4
1375,13011,55,11
1376,6022,105,13
1377,30558,120,16
1378,12248,3,19
1379,47724,52,1
1380,14392,20,11
1381,44770,127,11
1382,44563,124,5
1383,46744,75,17
1384,24268,27,5
1385,49397,120,16
1386,37296,88,13
1387,48258,100,21
1388,26330,21,16
1389,11014,98,7
1390,43772,114,17
1391,45505,78,19
1392,24954,67,20
1393,12780,94,7
1394,46600,96,20
1395,9410,34,1
1396,44001,83,4
1397,48116,47,11
1398,20725,37,1
1399,37779,69,15
1400,3726,8,3
1401,37992,62,5
1402,35173,91,16
1403,25900,20,11
1404,19738,94,7
1405,22011,45,19
1406,47330,65,11
1407,47538,131,9
1408,25688,123,4
1409,11900,120,16
1410,14573,97,13
1411,20630,67,20
1412,39242,104,13
1413,13734,65,11
1414,35664,33,6
1415,36000,66,6
1416,29148,89,13
1417,747,92,18
1418,27761,3,19
1419,42423,61,19
1420,34305,126,11
1421,6541,85,17
1422,2668,121,14
1423,221,91,16
1424,23133,89,13
1425,37466,37,1
1426,22938,3,19
1427,4285,31,7
1428,19388,43,3
1429,237,88,13
1430,13356,117,19
1431,32832,31,7
1432,31953,120,16
1433,21637,95,15
1434,30439,5,13
1435,37941,114,17
1436,48984,98,7
1437,40621,23,19
1438,25064,80,11
1439,41878,31,7
1440,3288,16,4
1441,36951,121,14
1442,39515,26,7
1443,43133,92,18
1444,14793,78,19
1445,23235,120,16
1446,30992,19,13
1447,28837,123,4
1448,28345,20,11
1449,15009,37,1
1450,32763,3,19
1451,28331,121,14
1452,22667,3,19
1453,44791,20,11
1454,9778,45,19
1455,15022,14,20
1456,29150,89,13
1457,3725,31,7
1458,20787,37,1
1459,16861,126,11
1460,38071,107,19
1461,33437,52,1
1462,16566,85,17
1463,30825,84,16
1464,42006,121,14
1465,32963,52,1
1466,4856,31,7
1467,26335,21,16
1468,31133,123,4
1469,38750,63,9
1470,13739,118,11
1471,17197,79,1
1472,11291,41,8
1473,41383,61,19
1474,48088,110,13
1475,23114,75,17
1476,18963,45,19
1477,49013,42,1
1478,14737,108,16
1479,21419,67,20
1480,18865,88,13
1481,39201,123,4
1482,3898,54,17
1483,34821,110,13
1484,42872,70,11
1485,35477,48,14
1486,49224,20,11
1487,6150,89,13
1488,13289,117,19
1489,34824,110,13
1490,32255,17,13
1491,11868,127,11
1492,8531,105,13
1493,35710,25,11
1494,34684,81,15
1495,18691,94,7
1496,1532,109,11
1497,41367,45,19
1498,11184,69,15
1499,4689,88,13
