disp_id,client_id,account_id,disp_type
855,855,713,1
856,856,714,1
857,857,715,1
858,858,716,1
859,859,717,1
860,860,717,0
861,861,718,1
862,862,719,1
863,863,720,1
864,864,721,1
865,865,721,0
866,866,722,1
870,870,725,1
871,871,726,1
872,872,727,1
873,873,728,1
874,874,729,1
875,875,729,0
876,876,730,1
877,877,731,1
878,878,731,0
879,879,732,1
880,880,733,1
881,881,734,1
882,882,735,1
883,883,736,1
884,884,736,0
885,885,737,1
886,886,738,1
887,887,739,1
888,888,740,1
889,889,741,1
890,890,742,1
891,891,743,1
892,892,744,1
893,893,745,1
894,894,746,1
895,895,747,1
896,896,748,1
897,897,748,0
898,898,749,1
899,899,749,0
900,900,750,1
901,901,751,1
902,902,752,1
903,903,753,1
904,904,754,1
905,905,755,1
906,906,756,1
907,907,757,1
908,908,758,1
909,909,759,1
910,910,760,1
911,911,761,1
912,912,762,1
913,913,763,1
914,914,764,1
915,915,765,1
916,916,766,1
917,917,767,1
918,918,768,1
921,921,770,1
922,922,771,1
923,923,771,0
924,924,772,1
925,925,773,1
926,926,774,1
927,927,775,1
928,928,776,1
929,929,777,1
930,930,778,1
931,931,779,1
932,932,780,1
933,933,781,1
934,934,781,0
935,935,782,1
936,936,782,0
937,937,783,1
938,938,784,1
939,939,785,1
940,940,786,1
941,941,787,1
942,942,788,1
943,943,788,0
944,944,789,1
945,945,789,0
946,946,790,1
948,948,791,1
949,949,792,1
950,950,793,1
951,951,793,0
952,952,794,1
953,953,795,1
954,954,796,1
955,955,797,1
956,956,798,1
957,957,799,1
958,958,799,0
959,959,800,1
960,960,801,1
961,961,802,1
962,962,803,1
963,963,804,1
964,964,805,1
965,965,806,1
966,966,806,0
967,967,807,1
968,968,808,1
970,970,809,1
971,971,810,1
972,972,810,0
973,973,811,1
974,974,811,0
975,975,812,1
976,976,813,1
977,977,814,1
978,978,815,1
979,979,815,0
980,980,816,1
981,981,817,1
984,984,819,1
985,985,819,0
986,986,820,1
987,987,821,1
988,988,822,1
989,989,822,0
990,990,823,1
991,991,824,1
992,992,825,1
993,993,826,1
994,994,827,1
995,995,827,0
996,996,828,1
997,997,829,1
998,998,829,0
999,999,830,1
1000,1000,830,0
1001,1001,831,1
1002,1002,832,1
1003,1003,833,1
1004,1004,834,1
1006,1006,836,1
1007,1007,836,0
1008,1008,837,1
1009,1009,838,1
1010,1010,838,0
1011,1011,839,1
1012,1012,840,1
1013,1013,840,0
1014,1014,841,1
1015,1015,842,1
1016,1016,842,0
1017,1017,843,1
1018,1018,844,1
1019,1019,845,1
1020,1020,846,1
1021,1021,847,1
1022,1022,848,1
1023,1023,849,1
1024,1024,850,1
1025,1025,851,1
1026,1026,852,1
1027,1027,853,1
1028,1028,853,0
1029,1029,854,1
1030,1030,855,1
1031,1031,856,1
1032,1032,857,1
1033,1033,857,0
1034,1034,858,1
1035,1035,859,1
1036,1036,859,0
1037,1037,860,1
1038,1038,861,1
1039,1039,862,1
1040,1040,863,1
1041,1041,864,1
1042,1042,865,1
1043,1043,865,0
1044,1044,866,1
1045,1045,867,1
1046,1046,868,1
1047,1047,869,1
1048,1048,870,1
1049,1049,871,1
1050,1050,872,1
1051,1051,873,1
1052,1052,874,1
1053,1053,874,0
1054,1054,875,1
1055,1055,876,1
1056,1056,877,1
1057,1057,878,1
1058,1058,879,1
1059,1059,880,1
1060,1060,880,0
1062,1062,882,1
1063,1063,882,0
1064,1064,883,1
1065,1065,884,1
1066,1066,885,1
1067,1067,886,1
1068,1068,887,1
1069,1069,888,1
1070,1070,888,0
1071,1071,889,1
1072,1072,890,1
1073,1073,891,1
1074,1074,891,0
1075,1075,892,1
1076,1076,893,1
1077,1077,894,1
1078,1078,895,1
1079,1079,896,1
1080,1080,897,1
1081,1081,898,1
1082,1082,899,1
1083,1083,900,1
1084,1084,900,0
1085,1085,901,1
1086,1086,902,1
1087,1087,902,0
1088,1088,903,1
1089,1089,904,1
1090,1090,905,1
1091,1091,906,1
1092,1092,907,1
1093,1093,908,1
1094,1094,909,1
1095,1095,909,0
1096,1096,910,1
1097,1097,910,0
1098,1098,911,1
1099,1099,912,1
1100,1100,913,1
1101,1101,914,1
1102,1102,915,1
1103,1103,916,1
1104,1104,916,0
1105,1105,917,1
1106,1106,917,0
1107,1107,918,1
1108,1108,919,1
1109,1109,920,1
1110,1110,921,1
1111,1111,922,1
1112,1112,923,1
1113,1113,924,1
1114,1114,925,1
1115,1115,926,1
1116,1116,927,1
1117,1117,928,1
1118,1118,928,0
1119,1119,929,1
1120,1120,930,1
1121,1121,931,1
1122,1122,932,1
1123,1123,932,0
1124,1124,933,1
1125,1125,934,1
1126,1126,934,0
1127,1127,935,1
1128,1128,936,1
1129,1129,937,1
1130,1130,938,1
1131,1131,939,1
1132,1132,939,0
1133,1133,940,1
1134,1134,940,0
1135,1135,941,1
1136,1136,942,1
1137,1137,943,1
1138,1138,944,1
1139,1139,944,0
1140,1140,945,1
1141,1141,946,1
1142,1142,947,1
1143,1143,947,0
1145,1145,949,1
1146,1146,950,1
1147,1147,951,1
1148,1148,952,1
1149,1149,953,1
1150,1150,954,1
1151,1151,955,1
1152,1152,956,1
1153,1153,957,1
1154,1154,958,1
1155,1155,958,0
1156,1156,959,1
1157,1157,960,1
1158,1158,961,1
1159,1159,962,1
1160,1160,962,0
1161,1161,963,1
1162,1162,964,1
1163,1163,965,1
1164,1164,966,1
1165,1165,967,1
1166,1166,968,1
1167,1167,968,0
1168,1168,969,1
1169,1169,970,1
1170,1170,971,1
1171,1171,972,1
1172,1172,973,1
1173,1173,973,0
1174,1174,974,1
1175,1175,975,1
1176,1176,975,0
1177,1177,976,1
1178,1178,977,1
1179,1179,978,1
1180,1180,979,1
1181,1181,980,1
1182,1182,981,1
1183,1183,982,1
1186,1186,984,1
1187,1187,985,1
1188,1188,985,0
1189,1189,986,1
1190,1190,987,1
1191,1191,987,0
1192,1192,988,1
1193,1193,989,1
1194,1194,990,1
1195,1195,991,1
1196,1196,992,1
1197,1197,993,1
1198,1198,994,1
1199,1199,995,1
1200,1200,996,1
1201,1201,997,1
1202,1202,998,1
1204,1204,1000,1
1206,1206,1002,1
1207,1207,1003,1
1208,1208,1004,1
1209,1209,1005,1
1210,1210,1006,1
1211,1211,1007,1
1212,1212,1008,1
1213,1213,1009,1
1214,1214,1010,1
1215,1215,1011,1
1216,1216,1012,1
1217,1217,1013,1
1218,1218,1014,1
1219,1219,1015,1
1220,1220,1016,1
1221,1221,1017,1
1222,1222,1018,1
1223,1223,1019,1
1224,1224,1020,1
1225,1225,1021,1
1226,1226,1022,1
1227,1227,1022,0
1228,1228,1023,1
1229,1229,1024,1
1231,1231,1026,1
1232,1232,1026,0
1233,1233,1027,1
1234,1234,1028,1
1235,1235,1028,0
1236,1236,1029,1
1237,1237,1030,1
1238,1238,1031,1
1239,1239,1032,1
1240,1240,1033,1
1241,1241,1034,1
1242,1242,1035,1
1243,1243,1036,1
1244,1244,1037,1
1245,1245,1038,1
1246,1246,1039,1
1247,1247,1039,0
1248,1248,1040,1
1250,1250,1042,1
1251,1251,1043,1
1252,1252,1043,0
1253,1253,1044,1
1254,1254,1045,1
1255,1255,1046,1
1256,1256,1047,1
1257,1257,1048,1
1258,1258,1048,0
1259,1259,1049,1
1260,1260,1050,1
1261,1261,1050,0
1262,1262,1051,1
1263,1263,1051,0
1264,1264,1052,1
1265,1265,1053,1
1266,1266,1054,1
1267,1267,1055,1
1268,1268,1055,0
1269,1269,1056,1
1270,1270,1057,1
1271,1271,1058,1
1272,1272,1059,1
1273,1273,1060,1
1274,1274,1061,1
1275,1275,1062,1
1276,1276,1063,1
1277,1277,1064,1
1278,1278,1065,1
1279,1279,1066,1
1280,1280,1067,1
1281,1281,1067,0
1282,1282,1068,1
1283,1283,1069,1
1284,1284,1069,0
1285,1285,1070,1
1286,1286,1071,1
1287,1287,1072,1
1288,1288,1073,1
1289,1289,1074,1
1290,1290,1075,1
1291,1291,1076,1
1292,1292,1077,1
1293,1293,1078,1
1294,1294,1078,0
1295,1295,1079,1
1296,1296,1080,1
1297,1297,1081,1
1298,1298,1081,0
1299,1299,1082,1
1300,1300,1083,1
1303,1303,1085,1
1304,1304,1086,1
1305,1305,1087,1
1306,1306,1088,1
1307,1307,1089,1
1308,1308,1090,1
1309,1309,1091,1
1310,1310,1092,1
1311,1311,1093,1
1312,1312,1094,1
1313,1313,1095,1
1314,1314,1095,0
1315,1315,1096,1
1316,1316,1097,1
1317,1317,1097,0
1318,1318,1098,1
1321,1321,1100,1
1322,1322,1101,1
1323,1323,1102,1
1324,1324,1103,1
1325,1325,1104,1
1326,1326,1105,1
1327,1327,1106,1
1328,1328,1107,1
1329,1329,1108,1
1330,1330,1109,1
1331,1331,1110,1
1332,1332,1111,1
1333,1333,1112,1
1334,1334,1113,1
1335,1335,1114,1
1336,1336,1114,0
1337,1337,1115,1
1338,1338,1115,0
1339,1339,1116,1
1340,1340,1117,1
1341,1341,1118,1
1343,1343,1120,1
1344,1344,1120,0
1345,1345,1121,1
1346,1346,1122,1
1347,1347,1123,1
1348,1348,1123,0
1349,1349,1124,1
1350,1350,1125,1
1351,1351,1125,0
1352,1352,1126,1
1353,1353,1127,1
1354,1354,1128,1
1355,1355,1129,1
1356,1356,1130,1
1359,1359,1132,1
1360,1360,1132,0
1361,1361,1133,1
1362,1362,1133,0
1363,1363,1134,1
1364,1364,1135,1
1365,1365,1135,0
1366,1366,1136,1
1367,1367,1137,1
1368,1368,1137,0
1369,1369,1138,1
1370,1370,1139,1
1371,1371,1140,1
1372,1372,1141,1
1373,1373,1142,1
1375,1375,1144,1
1376,1376,1145,1
1377,1377,1145,0
1378,1378,1146,1
1379,1379,1146,0
1380,1380,1147,1
1382,1382,1149,1
1383,1383,1150,1
1384,1384,1151,1
1385,1385,1152,1
1386,1386,1152,0
1387,1387,1153,1
1388,1388,1154,1
1389,1389,1155,1
1390,1390,1156,1
1391,1391,1157,1
1392,1392,1158,1
1393,1393,1158,0
1394,1394,1159,1
1395,1395,1159,0
1396,1396,1160,1
1397,1397,1161,1
1401,1401,1164,1
1402,1402,1165,1
1403,1403,1165,0
1404,1404,1166,1
1406,1406,1168,1
1407,1407,1168,0
1408,1408,1169,1
1409,1409,1170,1
1410,1410,1171,1
1411,1411,1171,0
1412,1412,1172,1
1413,1413,1173,1
1414,1414,1174,1
1416,1416,1176,1
1417,1417,1177,1
1418,1418,1178,1
1419,1419,1179,1
1420,1420,1179,0
1421,1421,1180,1
1422,1422,1181,1
1423,1423,1181,0
1424,1424,1182,1
1425,1425,1183,1
1426,1426,1183,0
1427,1427,1184,1
1428,1428,1185,1
1429,1429,1185,0
1430,1430,1186,1
1431,1431,1187,1
1432,1432,1188,1
1433,1433,1189,1
1434,1434,1189,0
1435,1435,1190,1
1438,1438,1192,1
1439,1439,1193,1
1440,1440,1194,1
1441,1441,1195,1
1442,1442,1195,0
1443,1443,1196,1
1444,1444,1196,0
1445,1445,1197,1
1446,1446,1198,1
1447,1447,1198,0
1448,1448,1199,1
1449,1449,1200,1
1450,1450,1201,1
1452,1452,1203,1
1453,1453,1204,1
1454,1454,1205,1
1455,1455,1205,0
1456,1456,1206,1
1457,1457,1206,0
1458,1458,1207,1
1459,1459,1208,1
1460,1460,1209,1
1461,1461,1210,1
1462,1462,1211,1
1463,1463,1212,1
1464,1464,1213,1
1465,1465,1213,0
1466,1466,1214,1
1467,1467,1215,1
1468,1468,1216,1
1469,1469,1217,1
1470,1470,1218,1
1471,1471,1218,0
1472,1472,1219,1
1473,1473,1220,1
1474,1474,1221,1
1475,1475,1222,1
1476,1476,1223,1
1478,1478,1225,1
1479,1479,1226,1
1480,1480,1227,1
1481,1481,1228,1
1482,1482,1229,1
1483,1483,1230,1
1484,1484,1230,0
1485,1485,1231,1
1486,1486,1231,0
1487,1487,1232,1
1488,1488,1233,1
1489,1489,1234,1
1490,1490,1235,1
1491,1491,1236,1
1492,1492,1237,1
1493,1493,1238,1
1494,1494,1238,0
1495,1495,1239,1
1496,1496,1240,1
1497,1497,1241,1
1498,1498,1241,0
1499,1499,1242,1
1500,1500,1243,1
1501,1501,1244,1
1502,1502,1245,1
1503,1503,1246,1
1504,1504,1246,0
1505,1505,1247,1
1506,1506,1248,1
1507,1507,1248,0
1508,1508,1249,1
1509,1509,1250,1
1510,1510,1251,1
1511,1511,1252,1
1512,1512,1253,1
1513,1513,1254,1
1514,1514,1255,1
1516,1516,1256,1
1517,1517,1257,1
1518,1518,1258,1
1519,1519,1258,0
1520,1520,1259,1
1521,1521,1260,1
1522,1522,1261,1
1523,1523,1262,1
1524,1524,1263,1
1525,1525,1264,1
1526,1526,1264,0
1527,1527,1265,1
1528,1528,1266,1
1529,1529,1267,1
1530,1530,1268,1
1531,1531,1269,1
1532,1532,1269,0
1533,1533,1270,1
1534,1534,1271,1
1535,1535,1272,1
1536,1536,1273,1
1537,1537,1274,1
1539,1539,1275,1
1540,1540,1276,1
1541,1541,1276,0
1542,1542,1277,1
1543,1543,1277,0
1546,1546,1279,1
1547,1547,1279,0
1548,1548,1280,1
1549,1549,1280,0
1550,1550,1281,1
1554,1554,1284,1
1555,1555,1285,1
1556,1556,1286,1
1557,1557,1287,1
1558,1558,1288,1
1559,1559,1289,1
1561,1561,1291,1
1562,1562,1291,0
1563,1563,1292,1
1564,1564,1293,1
1565,1565,1294,1
1566,1566,1295,1
1567,1567,1296,1
1568,1568,1296,0
1569,1569,1297,1
1570,1570,1297,0
1571,1571,1298,1
1572,1572,1299,1
1574,1574,1301,1
1575,1575,1302,1
1576,1576,1302,0
1577,1577,1303,1
1578,1578,1304,1
1579,1579,1305,1
1580,1580,1306,1
1581,1581,1307,1
1582,1582,1308,1
1583,1583,1309,1
1584,1584,1310,1
1585,1585,1311,1
1586,1586,1311,0
1587,1587,1312,1
1588,1588,1313,1
1589,1589,1314,1
1590,1590,1315,1
1591,1591,1316,1
1592,1592,1317,1
1593,1593,1317,0
1594,1594,1318,1
1595,1595,1319,1
1596,1596,1320,1
1597,1597,1321,1
1598,1598,1322,1
1599,1599,1323,1
1600,1600,1323,0
1601,1601,1324,1
1602,1602,1324,0
1603,1603,1325,1
1604,1604,1325,0
1605,1605,1326,1
1606,1606,1327,1
1607,1607,1328,1
1608,1608,1329,1
1609,1609,1329,0
1610,1610,1330,1
1611,1611,1331,1
1612,1612,1331,0
1613,1613,1332,1
1614,1614,1333,1
1615,1615,1334,1
1616,1616,1335,1
1617,1617,1336,1
1618,1618,1337,1
1619,1619,1338,1
1620,1620,1338,0
1621,1621,1339,1
1622,1622,1340,1
1623,1623,1341,1
1624,1624,1342,1
1625,1625,1342,0
1628,1628,1344,1
1629,1629,1345,1
1630,1630,1345,0
1631,1631,1346,1
1632,1632,1347,1
1633,1633,1348,1
1634,1634,1348,0
1635,1635,1349,1
